latitude,longitude,Depth,Temperature,pH
56.8487,-173.3128,174.0,3.681,7.9273
56.8487,-173.3128,174.0,3.51,7.9273
56.8487,-173.3128,174.0,6.42,8.16964
56.8487,-173.3128,174.0,7.12,8.16964
56.8487,-173.3128,174.0,7.484,8.16964
56.8487,-173.3128,174.0,7.488,8.16964
56.8487,-173.3128,174.0,7.492,8.16964
56.8487,-173.3128,174.0,7.491,8.16964
58.4167,-174.4517,176.0,2.837,7.88164
58.4167,-174.4517,176.0,2.845,7.88164
58.4167,-174.4517,176.0,2.881,7.924460000000001
58.4167,-174.4517,176.0,3.087,7.944479999999999
58.4167,-174.4517,176.0,3.127,7.944479999999999
58.4167,-174.4517,176.0,3.281,7.94448
58.4167,-174.4517,176.0,3.835,7.9273
58.4167,-174.4517,176.0,5.427,8.296179999999998
58.4167,-174.4517,176.0,7.226,8.10892
58.4167,-174.4517,176.0,7.334,8.108920000000001
58.4167,-174.4517,176.0,7.037,8.108920000000001
58.4167,-174.4517,176.0,7.239,8.10892
57.4903,-175.2428,3493.0,3.776,7.6675
57.4903,-175.2428,3493.0,3.562,7.801
57.4903,-175.2428,3493.0,3.075,7.8768
57.4903,-175.2428,3493.0,2.881,7.8936
57.4903,-175.2428,3493.0,2.481,7.8986
57.4903,-175.2428,3493.0,2.18,7.9167
57.4903,-175.2428,3493.0,3.17,7.9451
57.4903,-175.2428,3493.0,3.495,7.9316
57.4903,-175.2428,3493.0,4.277,7.966
57.4903,-175.2428,3493.0,7.586,7.8384
57.4903,-175.2428,3493.0,8.291,7.8846
57.4903,-175.2428,3493.0,8.305,7.8387
57.7965,-175.0443,2568.0,5.145,7.9273
57.8123,-174.9765,2327.0,3.843,7.9273
57.8123,-174.9765,2327.0,3.89,7.9273
57.8123,-174.9765,2327.0,2.478,7.792579999999999
57.8123,-174.9765,2327.0,2.778,7.88164
57.8123,-174.9765,2327.0,2.706,7.77298
57.8123,-174.9765,2327.0,3.399,7.9273
57.8123,-174.9765,2327.0,3.843,7.9273
57.8123,-174.9765,2327.0,4.745,7.9273
57.8123,-174.9765,2327.0,7.267,8.097259999999999
57.8123,-174.9765,2327.0,7.768,8.097259999999999
57.8123,-174.9765,2327.0,7.766,8.097259999999999
57.8123,-174.9765,2327.0,7.782,8.097259999999999
57.8283,-174.9925,2327.0,3.547,7.9273
57.8283,-174.9925,2327.0,7.173,8.097259999999999
57.8283,-174.9925,2327.0,7.694,8.097259999999999
57.8283,-174.9925,2327.0,7.734,8.097259999999999
57.8283,-174.9925,2327.0,7.748,8.097259999999999
57.8283,-174.9925,2327.0,7.749,8.097259999999999
57.8283,-174.9925,2327.0,7.749,8.097259999999999
57.8283,-174.9925,2327.0,7.749,8.097259999999999
57.825,-174.9378,2194.0,3.162,7.944479999999999
57.825,-174.9378,2194.0,2.979,7.924460000000001
57.825,-174.9378,2194.0,3.003,7.924460000000001
57.825,-174.9378,2194.0,3.388,7.9273
57.825,-174.9378,2194.0,4.077,7.9273
57.825,-174.9378,2194.0,7.626,8.097259999999999
57.825,-174.9378,2194.0,7.758,8.097259999999999
57.825,-174.9378,2194.0,7.77,8.09726
57.825,-174.9378,2194.0,7.769,8.09726
57.825,-174.9378,2194.0,7.79,8.097259999999999
57.825,-174.9378,2194.0,7.789,8.097259999999999
57.8127,-174.8593,2450.0,1.75,7.6
57.8127,-174.8593,2450.0,1.896,7.6176
57.8127,-174.8593,2450.0,2.075,7.6364
57.8127,-174.8593,2450.0,2.384,7.6323
57.8127,-174.8593,2450.0,2.615,7.6833
57.8127,-174.8593,2450.0,2.943,7.6755
57.8127,-174.8593,2450.0,3.224,7.7012
57.8127,-174.8593,2450.0,3.558,7.6837
57.8127,-174.8593,2450.0,3.776,7.6793
57.8127,-174.8593,2450.0,3.86,7.7329
57.8127,-174.8593,2450.0,2.726,7.8403
57.8127,-174.8593,2450.0,2.686,7.8618
57.9987,-174.8507,3005.0,3.706,7.6949
57.9987,-174.8507,3005.0,3.859,7.6978
57.9987,-174.8507,3005.0,3.892,7.7362
57.9987,-174.8507,3005.0,2.73,7.8598
57.9987,-174.8507,3005.0,2.755,7.8404
57.9987,-174.8507,3005.0,2.781,7.9382
57.9987,-174.8507,3005.0,3.673,7.8673
57.9987,-174.8507,3005.0,4.188,7.8643
57.9987,-174.8507,3005.0,4.838,7.8897
57.9987,-174.8507,3005.0,7.879,7.8978
57.9987,-174.8507,3005.0,7.974,7.8787
57.9987,-174.8507,3005.0,7.978,7.932
58.4852,-174.517,200.0,2.849,7.88164
58.4852,-174.517,200.0,2.848,7.88164
58.4852,-174.517,200.0,2.874,7.88164
58.4852,-174.517,200.0,2.89,7.924460000000001
58.4852,-174.517,200.0,3.019,7.924460000000001
58.4852,-174.517,200.0,2.941,7.924460000000001
58.4852,-174.517,200.0,3.114,7.94448
58.4852,-174.517,200.0,3.831,7.9273
58.4852,-174.517,200.0,4.917,8.0233
58.4852,-174.517,200.0,6.504,8.108920000000001
58.4852,-174.517,200.0,7.413,8.10892
58.4852,-174.517,200.0,7.376,8.108920000000001
58.992,-173.9857,122.0,1.759,7.843300000000001
58.992,-173.9857,122.0,1.735,7.843299999999999
58.992,-173.9857,122.0,1.706,7.843299999999999
58.992,-173.9857,122.0,1.853,7.843299999999999
58.992,-173.9857,122.0,2.868,7.925880000000001
58.992,-173.9857,122.0,4.255,8.15746
58.992,-173.9857,122.0,6.5,8.097840000000001
58.992,-173.9857,122.0,7.097,8.0978
58.992,-173.9857,122.0,7.097,8.0978
59.013,-174.0077,122.0,2.515,7.946440000000001
59.013,-174.0077,122.0,4.612,8.290199999999999
59.0067,-174.0157,123.0,1.661,7.843299999999999
59.0067,-174.0157,123.0,1.635,7.843300000000001
59.0067,-174.0157,123.0,3.094,8.08684
59.0067,-174.0157,123.0,5.523,8.30098
59.0067,-174.0157,123.0,6.672,8.10892
59.0067,-174.0157,123.0,7.072,8.10892
59.0067,-174.0157,123.0,7.075,8.10892
59.0067,-174.0157,123.0,7.077,8.10892
59.0048,-174.0088,124.0,6.049,8.182239999999998
59.4562,-173.4192,104.0,1.205,7.762740000000001
59.4562,-173.4192,104.0,1.032,7.723520000000001
59.4562,-173.4192,104.0,0.672,7.78698
59.4562,-173.4192,104.0,2.361,8.13788
59.4562,-173.4192,104.0,6.509,8.1637
59.4562,-173.4192,104.0,6.684,8.131319999999999
59.9005,-173.4002,87.0,-0.969,8.154
59.9005,-173.4002,87.0,-0.969,8.0951
59.9005,-173.4002,87.0,-1.09,8.1807
59.9005,-173.4002,87.0,-1.169,8.1127
59.9005,-173.4002,87.0,-1.318,8.1547
59.9005,-173.4002,87.0,-0.607,8.1684
59.9005,-173.4002,87.0,5.265,8.1634
59.9005,-173.4002,87.0,5.447,8.2586
59.909,-172.7863,72.0,-1.224,8.005
59.909,-172.7863,72.0,-1.27,8.1848
59.909,-172.7863,72.0,-1.361,8.1952
59.909,-172.7863,72.0,-1.271,8.1912
59.909,-172.7863,72.0,-0.022,8.254
59.909,-172.7863,72.0,4.223,8.2722
59.909,-172.7863,72.0,5.057,8.2255
59.8963,-172.1962,73.0,-1.179,7.95508
59.8963,-172.1962,73.0,-1.183,7.95508
59.8963,-172.1962,73.0,-1.193,7.95508
59.8963,-172.1962,73.0,-1.206,7.961879999999999
59.8963,-172.1962,73.0,-0.169,7.894920000000001
59.8963,-172.1962,73.0,4.376,8.196700000000002
59.8963,-172.1962,73.0,4.35,8.196700000000002
59.902,-172.2105,73.0,-1.114,7.934340000000001
59.902,-172.2105,73.0,3.956,8.18148
59.9123,-171.5962,70.0,-1.296,8.174
59.9123,-171.5962,70.0,-1.302,8.177
59.9123,-171.5962,70.0,-1.317,8.1792
59.9123,-171.5962,70.0,-1.336,8.1712
59.9123,-171.5962,70.0,0.378,8.2691
59.9123,-171.5962,70.0,5.916,8.1836
59.9123,-171.5962,70.0,6.138,8.1714
59.8987,-170.9998,70.0,-1.394,7.936439999999999
59.8987,-170.9998,70.0,-1.399,7.936439999999999
59.8987,-170.9998,70.0,-0.469,7.98194
59.8987,-170.9998,70.0,4.272,8.17134
59.8987,-170.9998,70.0,5.978,8.096820000000001
59.8987,-170.9998,70.0,6.17,8.09486
59.8987,-170.9998,70.0,6.151,8.09486
59.8987,-170.9998,70.0,6.156,8.09486
59.8878,-171.0123,70.0,-1.395,7.93644
59.8878,-171.0123,70.0,-1.394,7.93644
59.8878,-171.0123,70.0,-1.388,7.936439999999999
59.8878,-171.0123,70.0,-1.068,7.93644
59.8878,-171.0123,70.0,2.235,8.104
59.8878,-171.0123,70.0,6.145,8.09486
59.8878,-171.0123,70.0,6.145,8.09486
59.8998,-170.4005,62.0,-0.804,8.2641
59.8998,-170.4005,62.0,-0.805,8.2644
59.8998,-170.4005,62.0,-0.781,8.2066
59.8998,-170.4005,62.0,-0.551,8.2631
59.8998,-170.4005,62.0,0.0,8.1922
59.8998,-170.4005,62.0,5.872,8.2143
59.8998,-170.4005,62.0,5.841,8.1831
59.909,-171.7147,70.0,-1.231,8.204460000000001
59.909,-171.7147,70.0,-1.241,8.134319999999999
59.909,-171.7147,70.0,-1.252,8.134319999999999
59.909,-171.7147,70.0,-0.952,8.204460000000001
59.909,-171.7147,70.0,3.446,8.15572
59.909,-171.7147,70.0,5.87,8.0671
59.909,-171.7147,70.0,5.912,8.0671
59.8978,-172.8112,75.0,-1.226,7.988020000000001
59.8978,-172.8112,75.0,-1.316,8.00154
59.8978,-172.8112,75.0,-1.266,8.00154
59.8978,-172.8112,75.0,-0.12,7.96448
59.8978,-172.8112,75.0,5.238,8.117439999999998
59.8978,-172.8112,75.0,5.472,8.09846
59.8982,-172.8088,75.0,-1.228,7.988020000000001
59.8982,-172.8088,75.0,-1.224,7.988020000000001
59.8982,-172.8088,75.0,-1.242,8.00154
59.8982,-172.8088,75.0,-1.336,8.00154
59.8982,-174.0078,104.0,-0.131,7.9305
59.8982,-174.0078,104.0,-0.147,8.0286
59.8982,-174.0078,104.0,-0.968,8.1625
59.8982,-174.0078,104.0,-1.285,8.1786
59.8982,-174.0078,104.0,-0.781,8.0552
59.8982,-174.0078,104.0,3.067,8.2503
59.8982,-174.0078,104.0,6.193,8.2589
59.8982,-174.0078,104.0,6.499,8.3195
59.8943,-174.5833,114.0,0.507,7.845000000000001
59.8943,-174.5833,114.0,0.291,7.97658
59.8943,-174.5833,114.0,-0.353,8.0206
59.8943,-174.5833,114.0,-1.177,8.04356
59.8943,-174.5833,114.0,-0.729,8.044659999999999
59.8943,-174.5833,114.0,3.113,8.075660000000001
59.8943,-174.5833,114.0,6.308,8.2613
59.8943,-174.5833,114.0,6.282,8.3093
59.8937,-174.5753,110.0,0.488,7.845000000000001
59.8937,-174.5753,110.0,-0.48,8.071159999999999
59.8937,-174.5753,110.0,-0.648,8.071159999999999
59.8937,-174.5753,110.0,0.38,7.97658
59.8937,-174.5753,110.0,3.814,8.11116
59.8937,-174.5753,110.0,5.844,8.27338
59.8937,-174.5753,110.0,6.235,8.145039999999998
59.8937,-174.5753,110.0,6.177,8.17088
59.9018,-175.193,119.0,0.8,7.9329
59.9018,-175.193,119.0,0.457,8.0084
59.9018,-175.193,119.0,-0.871,8.1079
59.9018,-175.193,119.0,-0.388,8.1625
59.9018,-175.193,119.0,0.368,8.0599
59.9018,-175.193,119.0,1.204,8.2316
59.9018,-175.193,119.0,6.498,8.13032
59.9018,-175.193,119.0,6.411,8.2616
59.899,-175.7968,132.0,1.124,8.00212
59.899,-175.7968,132.0,1.11,8.02562
59.899,-175.7968,132.0,0.947,8.02562
59.899,-175.7968,132.0,-0.61,8.07272
59.899,-175.7968,132.0,-0.776,8.084520000000001
59.899,-175.7968,132.0,0.169,8.045300000000001
59.899,-175.7968,132.0,5.168,8.12192
59.899,-175.7968,132.0,6.472,8.3259
59.899,-175.7968,132.0,6.366,8.209340000000001
59.9068,-176.3715,140.0,0.937,7.8668
59.9068,-176.3715,140.0,1.02,7.9282
59.9068,-176.3715,140.0,0.901,7.9442
59.9068,-176.3715,140.0,-1.434,8.0628
59.9068,-176.3715,140.0,-1.477,8.027239999999999
59.9068,-176.3715,140.0,-1.374,8.0162
59.9068,-176.3715,140.0,2.054,8.4371
59.9068,-176.3715,140.0,2.144,7.97584
59.9068,-176.3715,140.0,6.645,8.3075
59.9068,-176.3715,140.0,6.652,8.3417
59.901,-176.9963,137.0,1.106,7.898479999999999
59.901,-176.9963,137.0,1.145,7.898480000000001
59.901,-176.9963,137.0,0.949,7.891959999999999
59.901,-176.9963,137.0,-0.82,8.0181
59.901,-176.9963,137.0,-1.228,8.05036
59.901,-176.9963,137.0,0.021,7.98882
59.901,-176.9963,137.0,6.062,8.34
59.901,-176.9963,137.0,6.569,8.338
59.901,-176.9963,137.0,6.576,8.3474
59.9205,-177.5668,139.0,1.347,7.9133
59.9205,-177.5668,139.0,1.2,7.8994
59.9205,-177.5668,139.0,1.16,7.917
59.9205,-177.5668,139.0,0.804,8.0378
59.9205,-177.5668,139.0,-0.678,8.0558
59.9205,-177.5668,139.0,0.461,8.293
59.9205,-177.5668,139.0,3.704,8.4107
59.9205,-177.5668,139.0,7.163,8.18522
59.9205,-177.5668,139.0,7.234,8.3146
59.9205,-177.5668,139.0,7.232,8.3363
59.8983,-178.192,143.0,1.235,7.8542000000000005
59.8983,-178.192,143.0,1.134,7.9725
59.8983,-178.192,143.0,0.937,8.0111
59.8983,-178.192,143.0,0.961,7.975
59.8983,-178.192,143.0,2.429,8.2416
59.8983,-178.192,143.0,5.662,8.3337
59.8983,-178.192,143.0,7.253,8.3488
59.8983,-178.192,143.0,7.29,8.3125
59.8983,-178.192,143.0,7.301,8.3386
59.8968,-178.8083,162.0,1.76,7.982
59.8968,-178.8083,162.0,1.784,7.9738
59.8968,-178.8083,162.0,1.624,7.8574
59.8968,-178.8083,162.0,1.638,7.9007
59.8968,-178.8083,162.0,1.569,8.0202
59.8968,-178.8083,162.0,2.022,8.0819
59.8968,-178.8083,162.0,4.431,8.1408
59.8968,-178.8083,162.0,5.306,8.3065
59.8968,-178.8083,162.0,7.954,8.2873
59.8968,-178.8083,162.0,7.957,8.3009
59.894,-179.3803,2718.0,3.744,7.66
59.894,-179.3803,2718.0,3.878,7.6848
59.894,-179.3803,2718.0,3.906,7.7562
59.894,-179.3803,2718.0,2.253,7.8646
59.894,-179.3803,2718.0,2.262,7.9443399999999995
59.894,-179.3803,2718.0,2.045,7.9057
59.894,-179.3803,2718.0,1.863,7.9289000000000005
59.894,-179.3803,2718.0,2.094,8.0765
59.894,-179.3803,2718.0,3.215,8.2095
59.894,-179.3803,2718.0,5.478,8.3253
59.894,-179.3803,2718.0,7.749,8.226920000000002
59.894,-179.3803,2718.0,7.82,8.187940000000001
60.8088,-177.9758,152.0,1.094,7.742840000000001
60.8088,-177.9758,152.0,0.983,7.918559999999999
60.8088,-177.9758,152.0,0.79,7.96984
60.8088,-177.9758,152.0,0.386,8.026779999999999
60.8088,-177.9758,152.0,-0.133,8.09206
60.8088,-177.9758,152.0,-0.576,8.09206
60.8088,-177.9758,152.0,1.899,7.8488
60.8088,-177.9758,152.0,7.824,8.06898
60.8088,-177.9758,152.0,7.629,8.06898
61.4853,-176.9973,114.0,0.069,7.98882
61.4853,-176.9973,114.0,-0.132,7.98882
61.4853,-176.9973,114.0,-1.595,8.12846
61.4853,-176.9973,114.0,-1.601,8.12846
61.4853,-176.9973,114.0,-1.446,8.12716
61.4853,-176.9973,114.0,0.212,7.975699999999999
61.4853,-176.9973,114.0,6.47,8.132859999999999
61.4853,-176.9973,114.0,6.549,8.09046
62.2088,-175.9655,94.0,-1.29,8.1087
62.2088,-175.9655,94.0,-1.616,8.1009
62.2088,-175.9655,94.0,-1.525,8.109
62.2088,-175.9655,94.0,-1.402,8.2037
62.2088,-175.9655,94.0,6.001,8.0792
62.2088,-175.9655,94.0,6.393,8.0745
62.2088,-175.9655,94.0,6.392,8.0747
62.195,-175.5607,85.0,-1.336,7.99276
62.195,-175.5607,85.0,-1.498,7.99276
62.195,-175.5607,85.0,-1.612,7.99276
62.195,-175.5607,85.0,-1.257,7.99276
62.195,-175.5607,85.0,4.76,8.11502
62.195,-175.5607,85.0,6.265,8.188640000000001
62.195,-175.5607,85.0,6.25,8.188640000000001
62.1853,-175.175,80.0,-1.492,7.9274
62.1853,-175.175,80.0,-1.507,7.980880000000001
62.1853,-175.175,80.0,-1.622,7.9149
62.1853,-175.175,80.0,-1.569,7.980880000000001
62.1853,-175.175,80.0,-1.283,7.980880000000001
62.1853,-175.175,80.0,2.06,8.043
62.1853,-175.175,80.0,6.586,8.1856
62.1853,-175.175,80.0,6.587,8.2197
62.2158,-174.7517,74.0,-1.573,8.025659999999998
62.2158,-174.7517,74.0,-1.569,8.025659999999998
62.2158,-174.7517,74.0,-1.562,8.025659999999998
62.2158,-174.7517,74.0,-1.436,8.025659999999998
62.2158,-174.7517,74.0,1.904,7.89726
62.2158,-174.7517,74.0,6.691,8.2667
62.2158,-174.7517,74.0,6.792,8.2525
62.201,-174.343,69.0,-1.591,7.8663
62.201,-174.343,69.0,-1.591,7.9189
62.201,-174.343,69.0,-1.586,7.8611
62.201,-174.343,69.0,-1.405,8.061
62.201,-174.343,69.0,4.344,8.2048
62.201,-174.343,69.0,6.81,8.2748
62.201,-174.343,69.0,6.962,8.2462
62.197,-173.918,64.0,-1.598,7.9253
62.197,-173.918,64.0,-1.597,7.9253
62.197,-173.918,64.0,-1.594,7.9253
62.197,-173.918,64.0,-1.58,7.9253
62.197,-173.918,64.0,-0.951,8.0222
62.197,-173.918,64.0,6.83,8.1636
62.197,-173.918,64.0,6.792,8.2598
62.1973,-173.5332,63.0,-1.603,7.7809
62.1973,-173.5332,63.0,-1.603,7.777
62.1973,-173.5332,63.0,-1.461,8.2858
62.1973,-173.5332,63.0,-1.332,8.00094
62.1973,-173.5332,63.0,-0.358,8.2358
62.1973,-173.5332,63.0,7.383,8.1852
62.1973,-173.5332,63.0,7.23,8.1904
62.1973,-173.1182,60.0,-1.556,7.94714
62.1973,-173.1182,60.0,-1.556,7.94714
62.1973,-173.1182,60.0,-1.551,7.94714
62.1973,-173.1182,60.0,-1.082,8.09206
62.1973,-173.1182,60.0,0.509,8.129340000000001
62.1973,-173.1182,60.0,7.027,8.201
62.1973,-173.1182,60.0,7.138,8.279
62.199,-172.7058,58.0,-1.545,7.8807
62.199,-172.7058,58.0,-1.574,7.914
62.199,-172.7058,58.0,-1.332,7.99442
62.199,-172.7058,58.0,-0.67,8.2177
62.199,-172.7058,58.0,6.583,8.2618
62.199,-172.7058,58.0,7.155,8.1997
61.9403,-174.3642,74.0,-1.595,7.97142
61.9403,-174.3642,74.0,-1.603,7.97142
61.9403,-174.3642,74.0,-1.604,7.97142
61.9403,-174.3642,74.0,-1.601,7.97142
61.9403,-174.3642,74.0,-1.441,8.00458
61.9403,-174.3642,74.0,-1.217,8.10446
61.9403,-174.3642,74.0,6.957,8.30306
61.9403,-174.3642,74.0,6.967,8.30306
61.859,-174.102,74.0,-1.607,8.1581
61.859,-174.102,74.0,-1.601,8.0843
61.859,-174.102,74.0,-1.391,8.1467
61.859,-174.102,74.0,-1.197,8.1661
61.859,-174.102,74.0,6.476,8.2911
61.859,-174.102,74.0,7.015,8.2897
61.859,-174.102,74.0,7.018,8.32462
61.7252,-173.8478,73.0,-1.621,8.212140000000002
61.7252,-173.8478,73.0,-1.626,8.212140000000002
61.7252,-173.8478,73.0,-1.62,8.212140000000002
61.7252,-173.8478,73.0,-1.501,8.23814
61.7252,-173.8478,73.0,4.696,8.3114
61.7252,-173.8478,73.0,6.791,8.335980000000001
61.7252,-173.8478,73.0,6.797,8.33598
61.5605,-173.7095,73.0,-1.643,8.1828
61.5605,-173.7095,73.0,-1.643,8.2119
61.5605,-173.7095,73.0,-1.643,8.2276
61.5605,-173.7095,73.0,-1.366,8.1108
61.5605,-173.7095,73.0,3.741,8.2051
61.5605,-173.7095,73.0,6.884,8.3842
61.5605,-173.7095,73.0,6.784,8.3404
61.4123,-173.7395,75.0,-1.651,8.017619999999999
61.4123,-173.7395,75.0,-1.647,8.017619999999999
61.4123,-173.7395,75.0,-1.647,8.017619999999999
61.4123,-173.7395,75.0,-1.479,8.01534
61.4123,-173.7395,75.0,3.666,8.12452
61.4123,-173.7395,75.0,6.808,8.3441
61.4123,-173.7395,75.0,6.829,8.3441
61.247,-173.7255,74.0,-1.638,7.8976
61.247,-173.7255,74.0,-1.635,7.9112
61.247,-173.7255,74.0,-1.622,7.9271
61.247,-173.7255,74.0,-1.509,8.1941
61.247,-173.7255,74.0,6.114,8.3499
61.247,-173.7255,74.0,6.871,8.3745
61.247,-173.7255,74.0,6.88,8.4153
61.0798,-173.7745,77.0,-1.612,8.015559999999999
61.0798,-173.7745,77.0,-1.605,8.015559999999999
61.0798,-173.7745,77.0,-1.484,8.015559999999999
61.0798,-173.7745,77.0,-1.475,8.015559999999999
61.0798,-173.7745,77.0,6.349,8.097840000000001
61.0798,-173.7745,77.0,6.794,8.09784
61.0798,-173.7745,77.0,6.784,8.09784
60.9113,-173.8208,80.0,-1.494,8.015559999999999
60.9113,-173.8208,80.0,-1.477,8.015559999999999
60.9113,-173.8208,80.0,-1.456,8.015559999999999
60.9113,-173.8208,80.0,-1.434,8.015559999999999
60.9113,-173.8208,80.0,-1.166,8.043619999999999
60.9113,-173.8208,80.0,4.772,8.3838
60.9113,-173.8208,80.0,6.682,8.3468
60.7578,-173.6543,73.0,-1.358,8.19774
60.7578,-173.6543,73.0,-1.376,8.19774
60.7578,-173.6543,73.0,-1.37,8.19774
60.7578,-173.6543,73.0,-1.194,8.19774
60.7578,-173.6543,73.0,6.073,8.2458
60.7578,-173.6543,73.0,6.756,8.19294
60.7578,-173.6543,73.0,6.759,8.19294
60.5825,-173.65,70.0,-1.339,8.1869
60.5825,-173.65,70.0,-1.33,8.1275
60.5825,-173.65,70.0,-1.295,8.1734
60.5825,-173.65,70.0,-1.178,8.2126
60.5825,-173.65,70.0,-0.848,8.2246
60.5825,-173.65,70.0,0.364,8.2165
60.5825,-173.65,70.0,5.767,8.2245
60.4177,-173.5925,64.0,-1.198,8.00714
60.4177,-173.5925,64.0,-1.196,8.00714
60.4177,-173.5925,64.0,-1.191,8.00714
60.4177,-173.5925,64.0,-1.194,8.00714
60.4177,-173.5925,64.0,-0.295,8.07116
60.4177,-173.5925,64.0,4.349,8.27532
60.4177,-173.5925,64.0,3.931,8.22166
60.2548,-173.523,69.0,-1.266,8.1816
60.2548,-173.523,69.0,-1.266,8.1876
60.2548,-173.523,69.0,-1.302,8.1221
60.2548,-173.523,69.0,-1.335,8.1263
60.2548,-173.523,69.0,-1.293,8.1892
60.2548,-173.523,69.0,3.232,8.2294
60.2548,-173.523,69.0,5.898,8.2215
60.1155,-173.3252,70.0,-1.294,8.167100000000001
60.1155,-173.3252,70.0,-1.296,8.167100000000001
60.1155,-173.3252,70.0,-1.289,8.167100000000001
60.1155,-173.3252,70.0,-1.269,8.167100000000001
60.1155,-173.3252,70.0,-0.959,8.13692
60.1155,-173.3252,70.0,6.466,8.11232
60.1155,-173.3252,70.0,6.162,8.105120000000001
60.0458,-173.0257,67.0,-1.247,8.1564
60.0458,-173.0257,67.0,-1.027,8.2074
60.0458,-173.0257,67.0,-1.011,8.2099
60.0458,-173.0257,67.0,-0.702,8.2276
60.0458,-173.0257,67.0,1.064,8.2485
60.0458,-173.0257,67.0,6.442,8.1558
60.0458,-173.0257,67.0,6.428,8.1682
59.9988,-172.7193,68.0,-1.273,7.96566
59.9988,-172.7193,68.0,-1.279,7.978619999999999
59.9988,-172.7193,68.0,-1.281,7.978619999999999
59.9988,-172.7193,68.0,-0.945,7.96554
59.9988,-172.7193,68.0,4.895,8.20822
59.9988,-172.7193,68.0,5.902,8.050920000000001
59.9988,-172.7193,68.0,5.906,8.050920000000001
59.9017,-172.4208,74.0,-1.192,8.1171
59.9017,-172.4208,74.0,-1.203,8.1944
59.9017,-172.4208,74.0,-1.204,7.9422
59.9017,-172.4208,74.0,-1.205,7.9
59.9017,-172.4208,74.0,-1.175,8.2006
59.9017,-172.4208,74.0,0.375,8.4802
59.9017,-172.4208,74.0,3.568,8.2677
59.8452,-172.0928,75.0,-1.118,7.97452
59.8452,-172.0928,75.0,-1.128,7.979080000000001
59.8452,-172.0928,75.0,-1.212,7.979080000000001
59.8452,-172.0928,75.0,-0.157,7.9038200000000005
59.8452,-172.0928,75.0,5.825,8.00656
59.8452,-172.0928,75.0,6.759,8.037700000000001
59.8452,-172.0928,75.0,6.792,8.037700000000001
59.8305,-171.7735,74.0,-1.178,8.1868
59.8305,-171.7735,74.0,-1.181,8.1476
59.8305,-171.7735,74.0,-1.183,8.2221
59.8305,-171.7735,74.0,-1.062,8.1909
59.8305,-171.7735,74.0,0.74,8.2955
59.8305,-171.7735,74.0,6.658,8.3421
59.8305,-171.7735,74.0,6.551,8.355
59.7743,-171.456,73.0,-1.241,7.956740000000001
59.7743,-171.456,73.0,-1.242,7.956740000000001
59.7743,-171.456,73.0,-0.904,7.954040000000001
59.7743,-171.456,73.0,0.756,7.966379999999999
59.7743,-171.456,73.0,5.848,8.0739
59.7743,-171.456,73.0,6.264,8.03962
59.7743,-171.456,73.0,6.68,8.04368
59.7743,-171.456,73.0,6.366,8.04368
59.7235,-171.1452,72.0,-1.353,8.206
59.7235,-171.1452,72.0,-1.359,8.2065
59.7235,-171.1452,72.0,-1.356,8.2133
59.7235,-171.1452,72.0,-1.155,8.2396
59.7235,-171.1452,72.0,2.062,8.2533
59.7235,-171.1452,72.0,5.837,8.1681
59.7235,-171.1452,72.0,6.842,8.128
59.616,-170.9327,71.0,-1.331,7.971680000000001
59.616,-170.9327,71.0,-1.344,7.971680000000001
59.616,-170.9327,71.0,-1.298,7.971679999999999
59.616,-170.9327,71.0,-1.326,7.971680000000001
59.616,-170.9327,71.0,-1.233,7.98284
59.616,-170.9327,71.0,5.92,8.014
59.616,-170.9327,71.0,5.42,7.9729
59.616,-170.9327,71.0,5.473,7.992099999999999
59.616,-170.9327,71.0,4.976,8.1106
59.616,-170.9327,71.0,5.134,8.01498
59.4367,-170.8792,72.0,-1.17,8.2052
59.4367,-170.8792,72.0,-1.119,8.2088
59.4367,-170.8792,72.0,-1.107,8.209
59.4367,-170.8792,72.0,-0.392,8.2191
59.4367,-170.8792,72.0,1.359,8.2351
59.4367,-170.8792,72.0,6.026,8.1403
59.4367,-170.8792,72.0,6.698,8.1371
59.3312,-170.6662,70.0,-0.982,8.05492
59.3312,-170.6662,70.0,-1.002,8.05492
59.3312,-170.6662,70.0,-0.988,8.05492
59.3312,-170.6662,70.0,-0.31,8.02376
59.3312,-170.6662,70.0,6.139,8.002
59.3312,-170.6662,70.0,6.896,8.0762
59.3312,-170.6662,70.0,6.895,8.0762
59.2602,-170.3812,68.0,-0.769,8.2313
59.2602,-170.3812,68.0,-0.771,8.232
59.2602,-170.3812,68.0,-0.768,8.2322
59.2602,-170.3812,68.0,-0.673,8.2414
59.2602,-170.3812,68.0,5.883,8.1954
59.2602,-170.3812,68.0,6.764,8.1593
59.2602,-170.3812,68.0,6.784,8.1505
59.1123,-170.237,66.0,-0.601,7.981300000000002
59.1123,-170.237,66.0,-0.598,7.981300000000002
59.1123,-170.237,66.0,-0.597,7.981300000000002
59.1123,-170.237,66.0,-0.389,7.98604
59.1123,-170.237,66.0,5.778,7.99012
59.1123,-170.237,66.0,7.013,7.997839999999999
59.1123,-170.237,66.0,7.06,7.997839999999999
58.9517,-170.3233,70.0,-0.538,8.2014
58.9517,-170.3233,70.0,-0.527,8.2353
58.9517,-170.3233,70.0,-0.546,8.2452
58.9517,-170.3233,70.0,-0.373,8.2207
58.9517,-170.3233,70.0,4.75,8.2041
