State,Abbreviation,County,Population,Temperature,Precipitation,Palmer-Z
Georgia,GA,Harris,36276.0,64,56.76,0.37
Georgia,GA,Hart,26909.0,62.1,52.06,0.1
Georgia,GA,Heard,11725.0,63,58.68,0.32
Georgia,GA,Henry,248364.0,63.9,52.38,-0.06
Georgia,GA,Houston,169631.0,66.2,47.21,-0.05
Georgia,GA,Irwin,9126.0,67,48.03,-0.05
Georgia,GA,Jackson,83936.0,62.9,60.2,0.58
Georgia,GA,Jasper,15951.0,64.6,47.53,-0.3
Georgia,GA,Jeff-Davis,14889.0,67.2,50.22,0.09
Georgia,GA,Jefferson,15314.0,64.8,54.76,0.77
Georgia,GA,Jenkins,8689.0,66,51.46,0.33
Georgia,GA,Johnson,9242.0,65.8,53.41,0.64
Georgia,GA,Jones,28472.0,65.1,47.07,-0.04
Georgia,GA,Lamar,19467.0,64.2,49.51,-0.27
Georgia,GA,Lanier,10171.0,67.7,46.64,-0.3
Georgia,GA,Laurens,49660.0,66.2,49.26,0.21
Georgia,GA,Lee,33642.0,67.8,48.16,-0.14
Georgia,GA,Liberty,68030.0,68.5,50.44,-0.07
Georgia,GA,Lincoln,7841.0,63.6,50.01,0.25
Georgia,GA,Long,18348.0,68.6,51.63,-0.02
Georgia,GA,Lowndes,119739.0,68.2,43.73,-0.64
Georgia,GA,Lumpkin,34796.0,58.7,66.19,0.17
Georgia,GA,McDuffie,21713.0,63.9,54.62,0.64
Georgia,GA,McIntosh,11180.0,69.5,48.25,-0.39
Georgia,GA,Macon,11765.0,66.1,48.58,-0.02
Georgia,GA,Madison,31473.0,62.9,59.13,0.58
Georgia,GA,Marion,7449.0,65.2,52.31,0.21
Georgia,GA,Meriwether,20845.0,63.6,52.11,-0.14
Georgia,GA,Miller,5807.0,68.6,40.7,-0.89
Georgia,GA,Mitchell,21116.0,68.7,44.99,-0.45
Georgia,GA,Monroe,29427.0,64.7,47.73,-0.2
Georgia,GA,Montgomery,8655.0,66.9,52.47,0.35
Georgia,GA,Morgan,21031.0,64.4,52.39,0.16
Georgia,GA,Murray,40472.0,60.2,62.56,0.44
Georgia,GA,Muscogee,202616.0,65.2,54.72,0.41
Georgia,GA,Newton,117621.0,63.9,51.99,-0.03
Georgia,GA,Oconee,43588.0,63.8,60.09,0.63
Georgia,GA,Oglethorpe,15469.0,63.6,56.86,0.5
Georgia,GA,Paulding,178421.0,61.8,51.7,-0.27
Georgia,GA,Peach,28562.0,65.7,47.56,0.03
Georgia,GA,Pickens,34826.0,59.6,61.92,0.2
Georgia,GA,Pierce,20168.0,69,52.47,0.03
Georgia,GA,Pike,19990.0,64,49.21,-0.36
Georgia,GA,Polk,43709.0,61.6,53.5,-0.11
Georgia,GA,Pulaski,9984.0,66.6,46.94,-0.11
Georgia,GA,Putnam,22984.0,64.8,47.94,-0.07
Georgia,GA,Quitman,2249.0,66.4,48.49,-0.11
Georgia,GA,Rabun,17206.0,57.1,61,-0.42
Georgia,GA,Randolph,6116.0,66.8,48.49,-0.2
Georgia,GA,Richmond,206640.0,65.1,56.72,0.98
Georgia,GA,Rockdale,94984.0,63.5,54.54,0.09
Georgia,GA,Schley,4496.0,65.9,49.89,0.02
Georgia,GA,Screven,13977.0,66.4,51.35,0.24
Georgia,GA,Seminole,9127.0,68.9,36.99,-1.19
Georgia,GA,Spalding,68919.0,64.1,50.55,-0.21
Georgia,GA,Stephens,26767.0,61.1,58.41,0.12
Georgia,GA,Stewart,4648.0,65.8,51.05,0.18
Georgia,GA,Sumter,28877.0,66.9,48.67,-0.1
Georgia,GA,Talbot,5747.0,64.3,55,0.3
Georgia,GA,Taliaferro,1600.0,63.9,53.55,0.38
Georgia,GA,Tattnall,24064.0,67.9,55.58,0.53
Georgia,GA,Taylor,7737.0,65.1,50.54,0.1
Georgia,GA,Telfair,12354.0,66.9,47.95,-0.03
Georgia,GA,Terrell,8754.0,67.4,48.53,-0.2
Georgia,GA,Thomas,45561.0,68.8,43.13,-0.86
Georgia,GA,Tift,41412.0,67.1,46.19,-0.23
Georgia,GA,Toombs,26837.0,67.4,54,0.47
Georgia,GA,Towns,12972.0,56.5,63.22,0.03
Georgia,GA,Treutlen,6365.0,66.5,52.96,0.49
Georgia,GA,Troup,70191.0,63.5,56.52,0.27
Georgia,GA,Turner,8842.0,67,47.78,-0.1
Georgia,GA,Twiggs,7680.0,65.9,47.12,0.04
Georgia,GA,Union,26388.0,56.7,65.8,0.33
Georgia,GA,Upson,28086.0,64.4,49.95,-0.12
Georgia,GA,Walker,68915.0,60.4,55.59,0.07
Georgia,GA,Walton,103065.0,63.4,57.19,0.38
Georgia,GA,Ware,35614.0,69.1,50.19,-0.16
Georgia,GA,Warren,5155.0,64,54.66,0.6
Georgia,GA,Washington,19738.0,65.4,53.49,0.65
Georgia,GA,Wayne,30896.0,68.8,51.6,-0.16
Georgia,GA,Webster,2328.0,66.1,49.42,-0.08
Georgia,GA,Wheeler,7314.0,66.8,49.94,0.16
Georgia,GA,White,28806.0,58.9,67.22,0.15
Georgia,GA,Whitfield,103132.0,60.9,56.77,0.13
Georgia,GA,Wilcox,8761.0,66.9,47.04,-0.09
Georgia,GA,Wilkes,9599.0,63.6,50.58,0.11
Georgia,GA,Wilkinson,8681.0,65.9,49.2,0.26
Georgia,GA,Worth,20424.0,67.6,45.95,-0.32
Hawaii,HI,Hawaii,206315.0,0,0,0
Hawaii,HI,Honolulu,995638.0,0,0,0
Hawaii,HI,Kalawao,82.0,0,0,0
Hawaii,HI,Kauai,73810.0,0,0,0
Hawaii,HI,Maui,164351.0,0,0,0
Idaho,ID,Ada,518907.0,51.4,13.92,0.79
Idaho,ID,Adams,4817.0,43.4,29.99,-0.49
Idaho,ID,Bannock,89517.0,44.1,24.66,0.84
Idaho,ID,Bear-Lake,6722.0,39.7,28.96,0.95
Idaho,ID,Benewah,10370.0,47.1,26.41,-1.02
Idaho,ID,Bingham,49923.0,43.3,15.68,0.7
Idaho,ID,Blaine,24866.0,41.1,22.24,0.64
Idaho,ID,Boise,8333.0,43,33.7,0.23
Idaho,ID,Bonner,51414.0,44.7,28.45,-1.25
Idaho,ID,Bonneville,129496.0,41.1,24.7,0.62
Idaho,ID,Boundary,13345.0,42.7,33.1,-0.88
Idaho,ID,Butte,2684.0,39.4,17.79,1.02
Idaho,ID,Camas,1153.0,41.1,26.44,0.26
Idaho,ID,Canyon,251065.0,51.7,10.89,0.9
Idaho,ID,Caribou,7190.0,40.8,29.48,0.97
Idaho,ID,Cassia,25655.0,45.2,18.42,0.85
Idaho,ID,Clark,806.0,38.6,18.59,0.07
Idaho,ID,Clearwater,9015.0,44.7,38.15,-0.95
Idaho,ID,Custer,4506.0,37.3,27.27,0.59
Idaho,ID,Elmore,29403.0,46.6,21.37,0.24
Idaho,ID,Franklin,15189.0,43.3,29.48,0.72
Idaho,ID,Fremont,13978.0,38.6,24.51,0.02
Idaho,ID,Gem,20418.0,48.6,20.79,0.48
Idaho,ID,Gooding,15715.0,48.9,10.08,-0.24
Idaho,ID,Idaho,17593.0,42.1,33,-0.72
Idaho,ID,Jefferson,33428.0,41.7,10.73,0.53
Idaho,ID,Jerome,25311.0,48.8,8.12,-0.49
Idaho,ID,Kootenai,183578.0,47,26.64,-1.1
Idaho,ID,Latah,40978.0,47.5,27.29,-0.84
Idaho,ID,Lemhi,8240.0,38.8,22.17,-0.13
Idaho,ID,Lewis,3763.0,46.3,21.76,-0.85
Idaho,ID,Lincoln,5329.0,46.4,10.17,-0.23
Idaho,ID,Madison,54976.0,41.9,17.87,0.55
Idaho,ID,Minidoka,22194.0,45.5,10.51,0.45
Idaho,ID,Nez-Perce,43004.0,49.8,19.86,-0.53
Idaho,ID,Oneida,4712.0,45,24.18,0.84
Idaho,ID,Owyhee,12613.0,46.7,13.08,0.45
Idaho,ID,Payette,26956.0,51.1,14.15,0.62
Idaho,ID,Power,8068.0,44.3,19.09,1.02
Idaho,ID,Shoshone,14012.0,43.9,37.62,-1.06
Idaho,ID,Teton,12544.0,38.5,27.77,0.64
Idaho,ID,Twin-Falls,93696.0,46.9,11.83,0.02
Idaho,ID,Valley,12464.0,39,33.22,-0.47
Idaho,ID,Washington,11087.0,47.9,21.9,0.12
Illinois,IL,Adams,64725.0,54,30.11,-0.67
Illinois,IL,Alexander,4858.0,58.9,52.64,0.13
Illinois,IL,Bond,16566.0,56.1,34.56,-0.33
Illinois,IL,Boone,53154.0,49.4,34.41,0.36
Illinois,IL,Brown,6330.0,53.3,28.95,-0.61
Illinois,IL,Bureau,32828.0,51.1,30.14,-0.33
Illinois,IL,Calhoun,4360.0,55.4,32.64,-0.24
Illinois,IL,Carroll,15529.0,49.7,31.8,0.08
Illinois,IL,Cass,12657.0,53.4,33.07,-0.07
Illinois,IL,Champaign,206542.0,53.1,30.67,-0.88
Illinois,IL,Christian,33436.0,54.3,34.53,0.1
Illinois,IL,Clark,15229.0,55,35.47,-0.35
Illinois,IL,Clay,13047.0,56.1,40.96,0.3
Illinois,IL,Clinton,36909.0,56.7,36.73,-0.43
Illinois,IL,Coles,46334.0,54.3,33.51,-0.47
Illinois,IL,Cook,5109292.0,51.5,32.59,-0.38
Illinois,IL,Crawford,18536.0,55.6,34.78,-0.53
Illinois,IL,Cumberland,10324.0,54.9,35.4,-0.13
Illinois,IL,DeKalb,100232.0,49.9,32.4,0.09
Illinois,IL,De-Witt,15310.0,53.3,32.88,-0.51
Illinois,IL,Douglas,19755.0,54,32.97,-0.74
Illinois,IL,DuPage,920901.0,51.2,33,-0.3
Illinois,IL,Edgar,16433.0,53.8,34.03,-0.6
Illinois,IL,Edwards,6071.0,56.7,41.29,-0.23
Illinois,IL,Effingham,34325.0,55.2,36.6,0.05
Illinois,IL,Fayette,21305.0,55.5,32.8,-0.32
Illinois,IL,Ford,13249.0,52.4,32.43,-0.43
Illinois,IL,Franklin,37242.0,57.2,44.08,-0.11
Illinois,IL,Fulton,33021.0,53.3,31.08,-0.74
Illinois,IL,Gallatin,4855.0,57.6,38.02,-0.89
Illinois,IL,Greene,11651.0,54.7,32.28,-0.17
Illinois,IL,Grundy,53041.0,51.8,28.87,-0.77
Illinois,IL,Hamilton,7984.0,57.1,39.11,-0.63
Illinois,IL,Hancock,17244.0,53.1,33.83,-0.17
Illinois,IL,Hardin,3597.0,57.9,41.24,-0.75
Illinois,IL,Henderson,6151.0,52.1,32.65,-0.6
Illinois,IL,Henry,48419.0,51.3,29.61,-0.45
Illinois,IL,Iroquois,26473.0,52,32.62,-0.41
Illinois,IL,Jackson,52617.0,57.2,45.36,-0.22
Illinois,IL,Jasper,9212.0,55.5,37.84,0.01
Illinois,IL,Jefferson,36400.0,57,36.39,-0.79
Illinois,IL,Jersey,21246.0,55.7,31.87,-0.4
Illinois,IL,Jo-Daviess,21758.0,48.7,31.85,0.17
Illinois,IL,Johnson,13381.0,57.7,52.92,0.22
Illinois,IL,Kane,514182.0,50.3,33.26,0.03
Illinois,IL,Kankakee,106074.0,51.7,30.74,-0.58
Illinois,IL,Kendall,137254.0,51.2,31.34,-0.38
Illinois,IL,Knox,48640.0,51.8,33.71,-0.25
Illinois,IL,Lake,709150.0,50.3,32.82,-0.08
Illinois,IL,LaSalle,108078.0,51.3,30.42,-0.4
Illinois,IL,Lawrence,14914.0,56,39.67,-0.11
Illinois,IL,Lee,33848.0,50.4,33.61,0.19
Illinois,IL,Livingston,35521.0,52.6,31.92,-0.47
Illinois,IL,Logan,27591.0,53.6,32.47,-0.24
Illinois,IL,McDonough,26861.0,52.4,33.2,-0.33
Illinois,IL,McHenry,311747.0,49.6,31.06,-0.18
Illinois,IL,McLean,171141.0,53,31.64,-0.74
Illinois,IL,Macon,101483.0,53.8,32.82,-0.2
Illinois,IL,Macoupin,44245.0,54.8,33.36,-0.14
Illinois,IL,Madison,263864.0,56.3,34.75,-0.15
Illinois,IL,Marion,36914.0,56.3,38.63,-0.11
Illinois,IL,Marshall,11678.0,52.3,30.23,-0.55
Illinois,IL,Mason,12748.0,53.8,31.17,-0.32
Illinois,IL,Massac,13896.0,58.9,55.27,0.2
Illinois,IL,Menard,12121.0,53.4,32.7,0.01
Illinois,IL,Mercer,15504.0,51.7,30.37,-0.49
Illinois,IL,Monroe,35033.0,57.5,33.75,-0.73
Illinois,IL,Montgomery,28020.0,54.9,36.14,0.2
Illinois,IL,Morgan,32209.0,53.6,33.92,0.05
Illinois,IL,Moultrie,14323.0,54,32.7,-0.53
Illinois,IL,Ogle,51351.0,49.7,32.68,0.17
Illinois,IL,Peoria,178383.0,53.3,32.76,-0.55
Illinois,IL,Perry,20588.0,57,41.3,-0.37
Illinois,IL,Piatt,16723.0,53.5,31.88,-0.65
Illinois,IL,Pike,14484.0,54.2,30.64,-0.58
Illinois,IL,Pope,3770.0,57.9,49.51,-0.19
Illinois,IL,Pulaski,4991.0,58.9,55.93,0.38
Illinois,IL,Putnam,5572.0,51.9,28.44,-0.53
Illinois,IL,Randolph,30068.0,56.9,39.17,-0.42
Illinois,IL,Richland,15435.0,56,40.43,0.21
Illinois,IL,Rock-Island,141527.0,51.7,28.79,-0.71
Illinois,IL,St.-Clair,252671.0,57,34.7,-0.47
Illinois,IL,Saline,23087.0,57.3,41.51,-0.49
Illinois,IL,Sangamon,194534.0,53.8,33.71,0.14
Illinois,IL,Schuyler,6746.0,53.2,31.64,-0.36
Illinois,IL,Scott,4790.0,53.9,32.26,-0.14
Illinois,IL,Shelby,20761.0,54.4,33.75,-0.1
Illinois,IL,Stark,5345.0,51.7,30.31,-0.37
Illinois,IL,Stephenson,43627.0,48.7,33.34,0.34
Illinois,IL,Tazewell,129911.0,53.6,31.46,-0.63
Illinois,IL,Union,16767.0,57.8,49.5,-0.05
Illinois,IL,Vermilion,72337.0,52.7,31.4,-0.79
Illinois,IL,Wabash,11087.0,56.6,41.74,-0.11
Illinois,IL,Warren,16354.0,51.6,33.38,-0.43
Illinois,IL,Washington,13643.0,56.8,37.82,-0.55
Illinois,IL,Wayne,15872.0,56.8,37.9,-0.59
Illinois,IL,White,13614.0,57.3,40.79,-0.53
Illinois,IL,Whiteside,54658.0,50.9,30.41,-0.51
Illinois,IL,Will,696757.0,51.4,30.84,-0.59
Illinois,IL,Williamson,66695.0,57.1,47.44,0.07
Illinois,IL,Winnebago,282188.0,49.5,33.55,0.29
Illinois,IL,Woodford,38128.0,52.8,32.17,-0.52
Indiana,IN,Adams,36068.0,51.9,34.23,-0.19
Indiana,IN,Allen,391449.0,51.6,33.64,-0.03
Indiana,IN,Bartholomew,83540.0,54.8,39.53,-0.26
Indiana,IN,Benton,8719.0,52,33.29,-0.63
Indiana,IN,Blackford,11919.0,52.4,31.74,-1.01
Indiana,IN,Boone,74164.0,52.4,32.5,-0.99
Indiana,IN,Brown,15570.0,54.1,41.55,-0.22
Indiana,IN,Carroll,20555.0,52.2,31.85,-0.99
Indiana,IN,Cass,37540.0,51.8,31.62,-0.94
Indiana,IN,Clark,124237.0,56,45.18,0.21
Indiana,IN,Clay,26379.0,54.6,36.98,-0.54
Indiana,IN,Clinton,32843.0,52.2,32.48,-0.99
Indiana,IN,Crawford,10536.0,54.9,47.31,0.33
Indiana,IN,Daviess,33418.0,55.7,41.29,-0.11
Indiana,IN,Dearborn,51138.0,54.8,40.95,-0.07
Indiana,IN,Decatur,26416.0,54.1,38.25,-0.48
Indiana,IN,DeKalb,43731.0,50.8,32.16,-0.1
Indiana,IN,Delaware,112031.0,53.1,33.36,-0.94
Indiana,IN,Dubois,43632.0,55.2,45.61,0.28
Indiana,IN,Elkhart,206890.0,51.1,33.38,-0.41
Indiana,IN,Fayette,23349.0,52.7,37.91,-0.34
Indiana,IN,Floyd,80714.0,56.4,44.11,-0.14
Indiana,IN,Fountain,16574.0,52.6,32.14,-0.78
Indiana,IN,Franklin,23028.0,53.6,40.42,-0.22
Indiana,IN,Fulton,20327.0,51.2,35.03,-0.46
Indiana,IN,Gibson,32993.0,57,42.32,-0.36
Indiana,IN,Grant,66022.0,52.4,33.64,-0.79
Indiana,IN,Greene,31006.0,54.9,42.1,-0.3
Indiana,IN,Hamilton,364921.0,52.8,33.7,-0.68
Indiana,IN,Hancock,83070.0,53.4,36.46,-0.53
Indiana,IN,Harrison,39851.0,56.2,45.16,-0.06
Indiana,IN,Hendricks,182534.0,53,35.46,-0.75
Indiana,IN,Henry,48915.0,52.5,35.2,-0.65
Indiana,IN,Howard,83574.0,52,32.2,-0.89
Indiana,IN,Huntington,36834.0,51.6,34.88,-0.21
Indiana,IN,Jackson,46300.0,55,40.83,-0.18
Indiana,IN,Jasper,33281.0,51.5,31.79,-0.63
Indiana,IN,Jay,20198.0,52,32.59,-0.87
Indiana,IN,Jefferson,32946.0,55.6,45.63,0.52
Indiana,IN,Jennings,27536.0,55.1,39,-0.36
Indiana,IN,Johnson,165782.0,54,38.19,-0.52
Indiana,IN,Knox,35789.0,56.2,40.16,-0.2
Indiana,IN,Kosciusko,80826.0,51.1,33.6,-0.58
Indiana,IN,LaGrange,40866.0,50.9,30.97,-0.49
Indiana,IN,Lake,499689.0,51.3,32.17,-0.57
Indiana,IN,LaPorte,111675.0,51,36.92,-0.13
Indiana,IN,Lawrence,45222.0,54.3,46.05,0.16
Indiana,IN,Madison,131744.0,53.2,33.79,-0.9
Indiana,IN,Marion,969466.0,53.6,35.9,-0.64
Indiana,IN,Marshall,46332.0,51,33.48,-0.75
Indiana,IN,Martin,9803.0,54.8,45.5,0.19
Indiana,IN,Miami,35674.0,51.8,32.67,-0.81
Indiana,IN,Monroe,139745.0,53.9,42.08,-0.34
Indiana,IN,Montgomery,38273.0,52.5,33.19,-0.88
Indiana,IN,Morgan,72236.0,53.9,39.06,-0.39
Indiana,IN,Newton,13823.0,51.7,34.03,-0.28
Indiana,IN,Noble,47367.0,50.9,31.73,-0.41
Indiana,IN,Ohio,6114.0,55.6,40.35,0.02
Indiana,IN,Orange,19623.0,54.4,47.3,0.33
Indiana,IN,Owen,21482.0,54.1,40.19,-0.39
Indiana,IN,Parke,16369.0,53.1,32.1,-0.76
Indiana,IN,Perry,19183.0,55.5,49.01,0.58
Indiana,IN,Pike,12168.0,56.2,41.69,-0.18
Indiana,IN,Porter,174791.0,51.1,35.71,-0.25
Indiana,IN,Posey,25063.0,57.7,40.1,-0.68
Indiana,IN,Pulaski,12485.0,51.2,34.13,-0.38
Indiana,IN,Putnam,37301.0,53,35.7,-0.58
Indiana,IN,Randolph,24437.0,51.9,33.95,-0.74
Indiana,IN,Ripley,29087.0,54.3,40.35,-0.24
Indiana,IN,Rush,16673.0,53.2,37,-0.47
Indiana,IN,St.-Joseph,272234.0,51,36.8,-0.25
Indiana,IN,Scott,24588.0,55.6,43.75,0.23
Indiana,IN,Shelby,44991.0,54.3,37.03,-0.57
Indiana,IN,Spencer,19967.0,56.5,46.23,0.18
Indiana,IN,Starke,23258.0,51.2,35.26,-0.28
Indiana,IN,Steuben,34725.0,50.2,31.69,-0.18
Indiana,IN,Sullivan,20670.0,55.8,36.89,-0.53
Indiana,IN,Switzerland,10006.0,55.9,41.79,0.16
Indiana,IN,Tippecanoe,188717.0,52.6,32.55,-0.88
Indiana,IN,Tipton,15361.0,52.2,31.34,-0.91
Indiana,IN,Union,6952.0,52.7,38.02,-0.38
Indiana,IN,Vanderburgh,179744.0,57.8,40.91,-0.63
Indiana,IN,Vermillion,15451.0,53.3,31.84,-0.75
Indiana,IN,Vigo,106006.0,55.1,35.36,-0.68
Indiana,IN,Wabash,30828.0,51.7,34.38,-0.5
Indiana,IN,Warren,8461.0,52.4,32.86,-0.72
Indiana,IN,Warrick,65185.0,57,43.62,-0.24
Indiana,IN,Washington,28224.0,54.8,44.43,0.04
Indiana,IN,Wayne,66273.0,51.9,34.07,-0.69
Indiana,IN,Wells,28335.0,51.9,34.07,-0.34
Indiana,IN,White,24598.0,51.9,31.84,-0.7
Indiana,IN,Whitley,34627.0,51.1,33.53,-0.22
Iowa,IA,Adair,7494.0,49.6,27.65,-0.6
Iowa,IA,Adams,3611.0,50.3,28.86,-0.54
Iowa,IA,Allamakee,13960.0,46.9,25.23,-0.31
Iowa,IA,Appanoose,12094.0,51.3,31.18,-0.34
Iowa,IA,Audubon,5598.0,48.6,24.13,-0.85
Iowa,IA,Benton,25711.0,49.1,22.08,-1.3
Iowa,IA,Black-Hawk,130274.0,48.8,23.26,-0.98
Iowa,IA,Boone,26609.0,49.1,29.35,-0.02
Iowa,IA,Bremer,25259.0,47.6,23.06,-0.89
Iowa,IA,Buchanan,20714.0,48,24.49,-0.82
Iowa,IA,Buena-Vista,20600.0,46.9,23.17,-0.71
Iowa,IA,Butler,14269.0,47.7,22.63,-0.9
Iowa,IA,Calhoun,9725.0,47.7,23.06,-0.85
Iowa,IA,Carroll,20567.0,48.5,23.12,-0.99
Iowa,IA,Cass,13104.0,49.8,25.39,-0.78
Iowa,IA,Cedar,18399.0,50,26.3,-0.83
Iowa,IA,Cerro-Gordo,42409.0,46.4,24.49,-0.4
Iowa,IA,Cherokee,11491.0,47,25.74,-0.35
Iowa,IA,Chickasaw,11716.0,46.5,23.19,-0.75
Iowa,IA,Clarke,9692.0,50.9,30.08,-0.46
Iowa,IA,Clay,16475.0,46.4,26.22,-0.21
Iowa,IA,Clayton,17027.0,47.4,25.21,-0.46
Iowa,IA,Clinton,46344.0,50.9,27.38,-0.65
Iowa,IA,Crawford,16123.0,49.2,22.76,-1.05
Iowa,IA,Dallas,108016.0,50.1,26.79,-0.53
Iowa,IA,Davis,9130.0,51.5,31.19,-0.4
Iowa,IA,Decatur,7683.0,51.6,31.3,-0.47
Iowa,IA,Delaware,17568.0,47.8,26.65,-0.53
Iowa,IA,Des-Moines,38293.0,52,33.63,-0.45
Iowa,IA,Dickinson,18028.0,45.6,25,-0.02
Iowa,IA,Dubuque,98677.0,48.4,26.64,-0.58
Iowa,IA,Emmet,9176.0,45.5,24.99,-0.34
Iowa,IA,Fayette,19294.0,46.7,23.62,-0.66
Iowa,IA,Floyd,15337.0,46.6,23.94,-0.52
Iowa,IA,Franklin,9916.0,47.1,23.33,-0.83
Iowa,IA,Fremont,6464.0,51.7,25.36,-1.1
Iowa,IA,Greene,8741.0,48.6,26.52,-0.39
Iowa,IA,Grundy,12356.0,48.2,23.34,-0.89
Iowa,IA,Guthrie,10647.0,49.1,25.7,-0.53
Iowa,IA,Hamilton,14820.0,47.6,26.37,-0.25
Iowa,IA,Hancock,10685.0,46,24.31,-0.62
Iowa,IA,Hardin,16567.0,48,24.98,-0.55
Iowa,IA,Harrison,14658.0,50.2,23.17,-1.01
Iowa,IA,Henry,20196.0,51.5,30.39,-0.75
Iowa,IA,Howard,9533.0,45.5,24.71,-0.42
Iowa,IA,Humboldt,9572.0,47,22.86,-1.12
Iowa,IA,Ida,6888.0,48.2,23.45,-0.79
Iowa,IA,Iowa,16475.0,50,24.15,-1.18
Iowa,IA,Jackson,19324.0,49.8,26.58,-0.56
Iowa,IA,Jasper,37938.0,50.1,28.91,-0.52
Iowa,IA,Jefferson,15698.0,50.8,28.87,-0.77
Iowa,IA,Johnson,156420.0,50.2,24.99,-0.99
Iowa,IA,Jones,20848.0,49.5,23.76,-0.96
Iowa,IA,Keokuk,9904.0,50.5,26.2,-0.96
Iowa,IA,Kossuth,14475.0,46.1,24.8,-0.64
Iowa,IA,Lee,32840.0,52.5,36.07,-0.12
Iowa,IA,Linn,229033.0,49.5,23.86,-1.01
Iowa,IA,Louisa,10677.0,51.8,28.02,-0.9
Iowa,IA,Lucas,8689.0,50.9,28.66,-0.5
Iowa,IA,Lyon,12179.0,45.6,21.58,-0.54
Iowa,IA,Madison,17036.0,50.5,27.27,-0.68
Iowa,IA,Mahaska,21946.0,50.9,28.43,-0.67
Iowa,IA,Marion,33642.0,50.7,30.03,-0.28
Iowa,IA,Marshall,39879.0,49,25.75,-0.62
Iowa,IA,Mills,14553.0,51.2,24.32,-1.2
Iowa,IA,Mitchell,10532.0,45.8,25.29,-0.24
Iowa,IA,Monona,8486.0,49.7,21.96,-1.1
Iowa,IA,Monroe,7550.0,51.2,28.79,-0.54
Iowa,IA,Montgomery,10205.0,50.8,24.97,-1.06
Iowa,IA,Muscatine,42377.0,50.7,27.71,-0.6
Iowa,IA,O'Brien,14060.0,46.3,26.07,-0.24
Iowa,IA,Osceola,6036.0,45.6,23.61,-0.39
Iowa,IA,Page,15143.0,51.3,26.32,-0.89
Iowa,IA,Palo-Alto,8764.0,46.1,25.52,-0.49
Iowa,IA,Plymouth,25681.0,47.5,25.24,-0.43
Iowa,IA,Pocahontas,7053.0,46.8,23.11,-0.8
Iowa,IA,Polk,501089.0,50.3,27.19,-0.42
Iowa,IA,Pottawattamie,93173.0,50.5,24.81,-1.11
Iowa,IA,Poweshiek,18467.0,49.8,26.06,-0.97
Iowa,IA,Ringgold,4670.0,51.3,29.95,-0.64
Iowa,IA,Sac,9673.0,48,22.1,-1
Iowa,IA,Scott,173924.0,51.5,28.93,-0.68
Iowa,IA,Shelby,11645.0,49.3,23.99,-0.99
Iowa,IA,Sioux,36050.0,46.3,24.12,-0.46
Iowa,IA,Story,99673.0,49.2,30.24,0.07
Iowa,IA,Tama,16903.0,48.8,23.24,-1.19
Iowa,IA,Taylor,5858.0,51,29.97,-0.55
Iowa,IA,Union,11887.0,50.4,29.41,-0.58
Iowa,IA,Van-Buren,7256.0,51.4,31.72,-0.52
Iowa,IA,Wapello,35043.0,51.2,27.56,-0.82
Iowa,IA,Warren,54327.0,50.7,27.3,-0.51
Iowa,IA,Washington,22571.0,50.7,26.45,-0.95
Iowa,IA,Wayne,6467.0,51.1,30.55,-0.5
Iowa,IA,Webster,36626.0,47.6,24.8,-0.63
Iowa,IA,Winnebago,10617.0,45.6,24.15,-0.5
Iowa,IA,Winneshiek,19974.0,46.8,25.44,-0.43
Iowa,IA,Woodbury,105671.0,48.7,23.05,-0.9
Iowa,IA,Worth,7319.0,45.9,23.97,-0.48
Iowa,IA,Wright,12681.0,46.7,24.01,-0.76
Kansas,KS,Allen,12579.0,57.2,29.92,-0.65
Kansas,KS,Anderson,7776.0,56.3,29.39,-0.65
Kansas,KS,Atchison,16108.0,54.2,30.36,-0.28
Kansas,KS,Barber,4122.0,57.8,26.98,-0.14
Kansas,KS,Barton,25080.0,55.1,24.62,-0.55
Kansas,KS,Bourbon,14493.0,57.1,28.59,-0.93
Kansas,KS,Brown,9364.0,53.5,29.56,-0.34
Kansas,KS,Butler,68240.0,57.6,23.39,-1.19
Kansas,KS,Chase,2548.0,56.4,24.28,-0.69
Kansas,KS,Chautauqua,3415.0,58.5,24.42,-1.27
Kansas,KS,Cherokee,19088.0,59.2,35.85,-0.51
Kansas,KS,Cheyenne,2583.0,51,20.78,0.09
Kansas,KS,Clark,1933.0,57.2,25.36,-0.1
Kansas,KS,Clay,8043.0,55.3,22.72,-1.22
Kansas,KS,Cloud,8946.0,55,21.93,-1.4
Kansas,KS,Coffey,8280.0,57.1,24.84,-1.08
Kansas,KS,Comanche,1681.0,57.4,27.29,0.16
Kansas,KS,Cowley,34453.0,58.4,25.06,-1.04
Kansas,KS,Crawford,39078.0,58.1,32.37,-0.73
Kansas,KS,Decatur,2689.0,51.7,20.94,-0.52
Kansas,KS,Dickinson,18430.0,56.3,24.85,-0.87
Kansas,KS,Doniphan,7440.0,53.6,30.42,-0.19
Kansas,KS,Douglas,119964.0,56,30.39,-0.47
Kansas,KS,Edwards,2739.0,55.9,18.97,-0.98
Kansas,KS,Elk,2441.0,58,22.37,-1.48
Kansas,KS,Ellis,28941.0,54.3,18.94,-1.01
Kansas,KS,Ellsworth,6355.0,56.1,24.2,-0.86
Kansas,KS,Finney,37650.0,54.4,19.01,-0.64
Kansas,KS,Ford,33848.0,55.8,20.83,-0.82
