latitude,longitude,depth,temperature,oxygen,pH
54.6341,-133.7771,252.0,5.795,95.6,7.6414
54.6341,-133.7771,252.0,6.416,125.5,7.7029
54.6341,-133.7771,252.0,7.501,182.4,7.8415
54.6341,-133.7771,252.0,9.356,225.0,7.9593
54.6341,-133.7771,252.0,10.248,224.7,7.9634
54.6341,-133.7771,252.0,11.485,239.8,8.0411
54.6341,-133.7771,252.0,12.278,250.4,8.0512
54.6341,-133.7771,252.0,14.01,247.6,8.0732
54.6341,-133.7771,252.0,14.339,245.8,8.0848
54.6452,-133.5409,323.0,5.323,72.8,7.6193
54.6452,-133.5409,323.0,5.6,86.5,7.6525
54.6452,-133.5409,323.0,6.056,107.4,7.6779
54.6452,-133.5409,323.0,8.958,198.2,7.9249
54.6452,-133.5409,323.0,10.289,222.4,8.0153
54.6452,-133.5409,323.0,11.249,244.0,8.07
54.6452,-133.5409,323.0,13.132,249.9,8.0723
54.6619,-133.2891,349.0,5.483,79.6,7.6095
54.6619,-133.2891,349.0,5.686,89.4,7.6063
54.6619,-133.2891,349.0,5.824,96.3,7.6386
54.6619,-133.2891,349.0,6.544,132.6,7.7432
54.6619,-133.2891,349.0,7.104,163.9,7.7678
54.6619,-133.2891,349.0,8.595,216.4,7.9335
54.6619,-133.2891,349.0,9.534,225.8,7.9577
54.6619,-133.2891,349.0,10.494,235.6,8.001
54.6619,-133.2891,349.0,11.479,249.2,8.0558
54.6726,-133.0429,218.0,6.094,103.4,7.6706
54.6726,-133.0429,218.0,6.389,114.5,7.67
54.6726,-133.0429,218.0,7.135,140.7,7.7411
54.6726,-133.0429,218.0,8.596,161.3,7.8052
54.6726,-133.0429,218.0,9.026,178.0,7.8467
54.6726,-133.0429,218.0,9.48,181.1,7.8614
54.6726,-133.0429,218.0,9.607,182.1,7.8539
54.6726,-133.0429,218.0,10.918,218.9,7.9561
54.6726,-133.0429,218.0,12.586,261.4,8.068
54.6797,-132.9147,163.0,6.844,125.8,7.7121
54.6797,-132.9147,163.0,8.564,157.9,7.7943
54.6797,-132.9147,163.0,8.989,168.3,7.8218
54.6797,-132.9147,163.0,10.054,192.5,7.8907
54.6797,-132.9147,163.0,10.615,206.4,7.8492
54.6797,-132.9147,163.0,10.748,210.0,7.9347
54.6833,-132.8586,125.0,6.998,113.0,7.72
54.6833,-132.8586,125.0,7.714,134.2,7.7823
54.6833,-132.8586,125.0,9.55,167.8,7.8763
54.6833,-132.8586,125.0,9.697,167.8,7.8787
54.6833,-132.8586,125.0,9.906,168.7,7.9022
54.6833,-132.8586,125.0,10.487,181.5,7.943
54.6833,-132.8586,125.0,10.822,187.9,7.9554
54.6833,-132.8586,125.0,10.905,190.1,7.9883
55.2144,-135.3514,2425.0,1.639,80.3,7.6409
55.2144,-135.3514,2425.0,1.913,51.8,7.5828
55.2144,-135.3514,2425.0,2.371,23.7,7.523
55.2144,-135.3514,2425.0,3.215,10.2,7.4833
55.2144,-135.3514,2425.0,4.378,26.8,7.4985
55.2144,-135.3514,2425.0,4.819,100.7,7.5842
55.2144,-135.3514,2425.0,5.345,110.6,7.6121
55.2144,-135.3514,2425.0,5.823,149.3,7.7284
55.2144,-135.3514,2425.0,7.216,246.0,7.966
55.2144,-135.3514,2425.0,9.559,273.6,8.0098
55.2144,-135.3514,2425.0,11.31,269.9,8.0486
55.2144,-135.3514,2425.0,12.532,271.0,8.0333
55.2144,-135.3514,2425.0,13.661,269.7,8.0267
55.2144,-135.3514,2425.0,14.616,246.6,8.0162
55.2144,-135.3514,2425.0,14.615,247.1,8.0158
55.3771,-135.0883,1390.0,4.38,32.2,7.6141
55.3771,-135.0883,1390.0,5.418,108.8,7.7238
55.3771,-135.0883,1390.0,6.26,111.1,7.7444
55.3771,-135.0883,1390.0,6.59,159.9,7.852
55.3771,-135.0883,1390.0,7.445,195.5,7.9308
55.3771,-135.0883,1390.0,9.05,261.9,8.0905
55.3771,-135.0883,1390.0,9.539,269.9,8.1183
55.3771,-135.0883,1390.0,11.717,271.5,8.1327
55.3771,-135.0883,1390.0,13.223,264.7,8.138
55.3771,-135.0883,1390.0,14.457,247.5,8.1065
55.3771,-135.0883,1390.0,14.526,246.3,8.1138
55.5022,-134.8682,300.0,5.5,109.0,7.7534
55.5022,-134.8682,300.0,5.68,109.9,7.7571
55.5022,-134.8682,300.0,5.834,115.4,7.764
55.5022,-134.8682,300.0,6.059,112.2,7.7587
55.5022,-134.8682,300.0,7.158,185.7,7.9195
55.5022,-134.8682,300.0,9.418,264.6,8.1083
55.5022,-134.8682,300.0,11.694,273.7,8.1408
55.5022,-134.8682,300.0,13.354,262.4,8.1391
55.5022,-134.8682,300.0,14.474,244.9,8.1168
55.5022,-134.8682,300.0,14.534,244.0,8.1106
55.5022,-134.8682,300.0,14.534,243.6,8.1167
55.6212,-134.662,215.0,5.882,104.0,7.7693
55.6212,-134.662,215.0,6.367,128.5,7.828
55.6212,-134.662,215.0,7.304,172.5,7.8731
55.6212,-134.662,215.0,9.17,238.6,8.0755
55.6212,-134.662,215.0,10.952,263.9,8.1071
55.6212,-134.662,215.0,13.213,260.7,8.1213
55.6212,-134.662,215.0,14.251,249.5,8.1152
55.6212,-134.662,215.0,14.666,244.8,8.1293
55.6212,-134.662,215.0,14.664,244.4,8.1154
55.7321,-134.4745,175.0,6.614,127.5,7.7722
55.7321,-134.4745,175.0,7.575,164.3,7.8307
55.7321,-134.4745,175.0,8.894,198.2,7.9346
55.7321,-134.4745,175.0,9.087,204.9,7.9589
55.7321,-134.4745,175.0,9.502,215.4,7.9932
55.7321,-134.4745,175.0,9.767,227.0,8.0054
55.7321,-134.4745,175.0,11.669,254.8,8.0831
55.7321,-134.4745,175.0,11.697,255.8,8.1135
55.7645,-134.4168,125.0,7.408,157.6,7.8189
55.7645,-134.4168,125.0,7.647,164.1,7.8169
55.7645,-134.4168,125.0,8.334,183.0,7.8895
55.7645,-134.4168,125.0,8.598,190.8,7.9182
55.7645,-134.4168,125.0,8.641,193.5,7.9199
55.7645,-134.4168,125.0,9.224,214.0,7.9597
55.7645,-134.4168,125.0,10.306,237.5,8.0422
55.7645,-134.4168,125.0,10.394,240.0,8.0422
55.7974,-134.3561,93.0,8.038,174.2,7.832
55.7974,-134.3561,93.0,8.203,180.2,7.863
55.7974,-134.3561,93.0,8.61,194.8,7.8805
55.7974,-134.3561,93.0,8.754,200.8,7.8912
55.7974,-134.3561,93.0,9.236,216.8,7.9795
55.7974,-134.3561,93.0,9.332,220.2,7.9543
55.7974,-134.3561,93.0,9.53,223.4,7.9586
55.8173,-134.3192,65.0,8.247,181.4,7.8746
55.8173,-134.3192,65.0,8.561,193.7,7.8738
55.8173,-134.3192,65.0,8.714,199.0,7.9068
55.8173,-134.3192,65.0,8.834,204.3,7.9155
55.8173,-134.3192,65.0,9.271,221.0,7.9537
55.8173,-134.3192,65.0,9.344,219.9,7.9744
56.1798,-134.3957,375.0,5.288,83.8,7.6212
56.1798,-134.3957,375.0,6.064,112.3,7.693
56.1798,-134.3957,375.0,6.393,126.6,7.7415
56.1798,-134.3957,375.0,7.009,149.3,7.8074
56.1798,-134.3957,375.0,7.119,154.0,7.7843
56.1798,-134.3957,375.0,8.278,195.8,7.89
56.1798,-134.3957,375.0,8.797,204.4,7.9351
56.1798,-134.3957,375.0,8.952,207.3,7.927
56.1798,-134.3957,375.0,9.106,217.7,7.9674
56.1798,-134.3957,375.0,9.838,234.3,8.0043
56.1798,-134.3957,375.0,10.124,237.8,8.0347
56.176,-134.3207,130.0,7.812,173.4,7.8619
56.176,-134.3207,130.0,8.044,178.9,7.8487
56.176,-134.3207,130.0,8.66,198.2,7.9066
56.176,-134.3207,130.0,8.77,201.3,7.9483
56.176,-134.3207,130.0,9.109,210.0,7.9526
56.176,-134.3207,130.0,9.707,229.7,7.9951
56.176,-134.3207,130.0,10.716,245.2,8.0354
56.176,-134.3207,130.0,11.072,251.2,8.0559
56.1815,-134.4558,611.0,4.893,62.2,7.5911
56.1815,-134.4558,611.0,6.198,118.5,7.7462
56.1815,-134.4558,611.0,6.474,128.5,7.7053
56.1815,-134.4558,611.0,7.088,147.0,7.7445
56.1815,-134.4558,611.0,8.236,189.7,7.86
56.1815,-134.4558,611.0,8.427,196.0,7.8793
56.1815,-134.4558,611.0,8.625,201.5,7.9131
56.1815,-134.4558,611.0,9.78,231.4,8.0078
56.1815,-134.4558,611.0,10.917,262.1,8.0488
56.1815,-134.4558,611.0,11.099,263.5,8.0503
56.1826,-134.5562,556.0,4.897,61.9,7.6211
56.1826,-134.5562,556.0,5.913,107.6,7.6794
56.1826,-134.5562,556.0,5.951,110.8,7.6856
56.1826,-134.5562,556.0,5.963,114.6,7.681
56.1826,-134.5562,556.0,6.69,135.9,7.7466
56.1826,-134.5562,556.0,7.826,179.8,7.8429
56.1826,-134.5562,556.0,9.165,219.0,7.9307
56.1826,-134.5562,556.0,11.155,259.8,8.0389
56.1873,-134.6171,426.0,5.057,72.8,7.619
56.1873,-134.6171,426.0,5.468,93.8,7.6451
56.1873,-134.6171,426.0,6.135,121.2,7.6715
56.1873,-134.6171,426.0,7.077,152.1,7.8196
56.1873,-134.6171,426.0,7.919,183.0,7.8588
56.1873,-134.6171,426.0,8.792,212.6,7.9126
56.1873,-134.6171,426.0,8.788,212.5,7.9392
56.1873,-134.6171,426.0,9.087,221.8,7.9619
56.1873,-134.6171,426.0,9.973,250.1,8.0065
56.1873,-134.6171,426.0,9.931,248.8,8.0268
56.5205,-136.2517,1500.0,4.364,30.5,7.5811
56.5205,-136.2517,1500.0,5.729,99.1,7.6856
56.5205,-136.2517,1500.0,6.158,113.1,7.6955
56.5205,-136.2517,1500.0,6.504,136.5,7.7369
56.5205,-136.2517,1500.0,7.199,186.9,7.8274
56.5205,-136.2517,1500.0,9.001,241.3,7.992
56.5205,-136.2517,1500.0,10.195,250.5,8.0226
56.5205,-136.2517,1500.0,13.064,261.6,8.1006
56.5205,-136.2517,1500.0,14.556,247.4,8.104
56.5205,-136.2517,1500.0,14.578,247.6,8.1006
56.6064,-135.9982,1500.0,4.349,33.8,7.5577
56.6064,-135.9982,1500.0,5.267,84.5,7.6295
56.6064,-135.9982,1500.0,5.812,108.7,7.6526
56.6064,-135.9982,1500.0,5.982,117.7,7.6905
56.6064,-135.9982,1500.0,7.245,165.3,7.7941
56.6064,-135.9982,1500.0,8.381,213.6,7.9434
56.6064,-135.9982,1500.0,8.582,217.8,7.9155
56.6064,-135.9982,1500.0,9.415,233.0,7.9621
56.6064,-135.9982,1500.0,11.524,262.8,8.0706
56.6064,-135.9982,1500.0,12.638,270.4,8.1208
56.6064,-135.9982,1500.0,13.272,266.7,8.1466
56.6901,-135.7464,200.0,5.917,109.0,7.7105
56.6901,-135.7464,200.0,6.081,115.4,7.6992
56.6901,-135.7464,200.0,6.574,134.0,7.7433
56.6901,-135.7464,200.0,8.303,208.4,7.9201
56.6901,-135.7464,200.0,8.543,214.0,7.9222
56.6901,-135.7464,200.0,9.012,228.3,7.9675
56.6901,-135.7464,200.0,10.641,251.0,8.0381
56.6901,-135.7464,200.0,14.105,255.2,8.0941
56.6901,-135.7464,200.0,14.214,255.2,8.1279
56.7331,-135.6177,141.0,6.509,130.4,7.7687
56.7331,-135.6177,141.0,6.92,148.0,7.7569
56.7331,-135.6177,141.0,8.459,214.2,7.9549
56.7331,-135.6177,141.0,8.813,222.5,7.9677
56.7331,-135.6177,141.0,9.537,237.5,7.9952
56.7331,-135.6177,141.0,11.88,257.8,8.0482
56.7331,-135.6177,141.0,14.43,254.0,8.1286
56.7331,-135.6177,141.0,14.467,254.6,8.1331
56.7699,-135.5021,60.0,7.939,184.3,7.8716
56.7699,-135.5021,60.0,8.268,193.7,7.8752
56.7699,-135.5021,60.0,8.527,199.3,7.874
56.7699,-135.5021,60.0,8.954,210.4,7.9114
56.7699,-135.5021,60.0,13.393,272.6,8.1504
56.7699,-135.5021,60.0,13.402,273.5,8.1533
58.0132,-137.7592,175.0,6.248,132.8,7.7427
58.0132,-137.7592,175.0,7.235,208.3,7.8572
58.0132,-137.7592,175.0,7.839,234.5,7.9155
58.0132,-137.7592,175.0,8.628,239.2,7.9653
58.0132,-137.7592,175.0,9.868,249.6,8.0046
58.0132,-137.7592,175.0,10.705,252.9,8.0559
58.0132,-137.7592,175.0,14.166,252.3,8.1136
58.0132,-137.7592,175.0,14.162,252.5,8.1101
58.0921,-137.4893,135.0,6.695,152.9,7.7693
58.0921,-137.4893,135.0,7.227,105.3,7.8371
58.0921,-137.4893,135.0,8.028,197.3,7.8576
58.0921,-137.4893,135.0,8.297,192.1,7.853
58.0921,-137.4893,135.0,9.443,223.6,7.9269
58.0921,-137.4893,135.0,10.774,253.1,7.9762
58.0921,-137.4893,135.0,13.606,266.6,8.1175
58.0921,-137.4893,135.0,13.611,265.9,8.1375
58.1715,-137.2211,125.0,6.92,176.2,7.7995
58.1715,-137.2211,125.0,7.686,238.2,7.8732
58.1715,-137.2211,125.0,7.873,210.4,7.8757
58.1715,-137.2211,125.0,8.188,215.6,7.8707
58.1715,-137.2211,125.0,9.518,229.4,7.9348
58.1715,-137.2211,125.0,13.232,269.2,8.1037
58.1715,-137.2211,125.0,13.25,267.2,8.14
58.2108,-137.084,120.0,6.907,177.7,7.8302
58.2108,-137.084,120.0,7.808,208.7,7.9311
58.2108,-137.084,120.0,8.016,222.6,7.9346
58.2108,-137.084,120.0,8.417,214.4,7.9424
58.2108,-137.084,120.0,10.096,236.7,7.9839
58.2108,-137.084,120.0,12.065,277.5,8.118
58.2108,-137.084,120.0,13.497,263.6,8.1461
58.2328,-137.0068,120.0,7.332,172.2,7.8541
58.2328,-137.0068,120.0,8.121,177.6,7.888
58.2328,-137.0068,120.0,8.39,184.1,7.888
58.2328,-137.0068,120.0,8.985,214.3,7.9402
58.2328,-137.0068,120.0,10.665,252.5,8.0374
58.2328,-137.0068,120.0,13.672,259.8,8.1353
58.2328,-137.0068,120.0,14.043,256.8,8.1614
58.2498,-136.9443,143.0,7.424,168.8,7.8547
58.2498,-136.9443,143.0,8.26,185.4,7.906
58.2498,-136.9443,143.0,8.945,219.1,7.9567
58.2498,-136.9443,143.0,9.781,217.5,7.9719
58.2498,-136.9443,143.0,11.599,247.6,8.0509
58.2498,-136.9443,143.0,13.552,262.5,8.1209
58.2498,-136.9443,143.0,13.678,261.9,8.1681
58.2707,-136.8729,65.0,8.045,178.0,7.8751
58.2707,-136.8729,65.0,8.195,204.0,7.87
58.2707,-136.8729,65.0,8.323,181.3,7.8815
58.2707,-136.8729,65.0,8.475,185.2,7.8856
58.2707,-136.8729,65.0,8.646,188.1,7.9198
58.2707,-136.8729,65.0,11.677,271.1,8.0391
58.2707,-136.8729,65.0,13.636,265.5,8.1413
58.1737,-136.6177,96.0,7.923,174.0,7.8466
58.1737,-136.6177,96.0,8.201,191.7,7.8588
58.1737,-136.6177,96.0,8.144,180.2,7.8588
58.1737,-136.6177,96.0,8.238,185.7,7.8611
58.1737,-136.6177,96.0,8.228,185.2,7.8603
58.1737,-136.6177,96.0,8.205,185.0,7.8712
58.1737,-136.6177,96.0,8.314,187.1,7.868
58.1586,-136.5837,315.0,5.979,89.1,7.7222
58.1586,-136.5837,315.0,6.113,119.5,7.7078
58.1586,-136.5837,315.0,6.478,139.1,7.7712
58.1586,-136.5837,315.0,6.591,140.6,7.7751
58.1586,-136.5837,315.0,7.393,158.2,7.8094
58.1586,-136.5837,315.0,8.1,178.9,7.8577
58.1586,-136.5837,315.0,8.147,179.2,7.8502
58.1586,-136.5837,315.0,8.198,180.2,7.8657
58.1586,-136.5837,315.0,8.251,182.0,7.8676
58.1586,-136.5837,315.0,8.805,199.0,7.9195
58.1586,-136.5837,315.0,9.139,207.0,7.9081
58.1301,-136.5598,322.0,6.004,117.7,7.7285
58.1301,-136.5598,322.0,6.082,121.4,7.703
58.1301,-136.5598,322.0,6.323,128.7,7.7268
58.1301,-136.5598,322.0,6.671,141.7,7.7348
58.1301,-136.5598,322.0,7.665,163.3,7.8109
58.1301,-136.5598,322.0,8.017,174.9,7.8519
58.1301,-136.5598,322.0,8.026,175.8,7.856
58.1301,-136.5598,322.0,8.095,177.6,7.8502
58.1301,-136.5598,322.0,8.813,189.0,7.8763
58.1301,-136.5598,322.0,9.306,194.2,7.9093
58.1301,-136.5598,322.0,11.941,230.6,8.0577
58.1115,-136.5335,141.0,6.749,141.1,7.7421
58.1115,-136.5335,141.0,7.782,165.9,7.7827
58.1115,-136.5335,141.0,8.433,184.0,7.8403
58.1115,-136.5335,141.0,9.118,194.5,7.8675
58.1115,-136.5335,141.0,9.664,203.7,7.9172
58.1115,-136.5335,141.0,10.381,216.0,7.9774
58.1115,-136.5335,141.0,11.488,231.8,7.9895
58.1115,-136.5335,141.0,13.222,246.6,8.0291
58.7894,-140.8226,200.0,6.024,117.9,7.6718
58.7894,-140.8226,200.0,6.225,134.4,7.7064
58.7894,-140.8226,200.0,7.096,206.9,7.8612
58.7894,-140.8226,200.0,8.277,255.6,7.9716
58.7894,-140.8226,200.0,9.303,264.4,8.0209
58.7894,-140.8226,200.0,12.262,272.0,8.0966
58.7894,-140.8226,200.0,14.284,248.8,8.0893
58.7894,-140.8226,200.0,15.041,243.1,8.0868
58.9371,-140.6173,183.0,6.012,106.6,7.662
58.9371,-140.6173,183.0,6.201,132.5,7.6902
58.9371,-140.6173,183.0,6.778,190.3,7.7998
58.9371,-140.6173,183.0,7.754,243.7,7.9336
58.9371,-140.6173,183.0,8.132,245.3,7.9684
58.9371,-140.6173,183.0,10.026,285.7,8.0749
58.9371,-140.6173,183.0,12.091,286.6,8.1278
58.9371,-140.6173,183.0,14.564,250.7,8.0898
58.9371,-140.6173,183.0,14.631,251.6,8.1034
59.0752,-140.433,136.0,6.707,167.9,7.7681
59.0752,-140.433,136.0,6.992,217.6,7.8923
59.0752,-140.433,136.0,7.76,244.7,7.9482
59.0752,-140.433,136.0,7.863,244.6,7.9777
59.0752,-140.433,136.0,8.187,248.6,7.9685
59.0752,-140.433,136.0,9.828,278.5,8.075
59.0752,-140.433,136.0,14.497,255.4,8.0726
59.0752,-140.433,136.0,15.254,247.1,8.0737
59.2133,-140.252,126.0,6.881,197.8,7.8716
59.2133,-140.252,126.0,7.794,244.0,7.9787
59.2133,-140.252,126.0,8.365,252.4,7.9955
59.2133,-140.252,126.0,9.164,262.4,8.0205
59.2133,-140.252,126.0,10.093,278.9,8.0581
59.2133,-140.252,126.0,14.774,253.3,8.1124
59.2133,-140.252,126.0,16.19,245.6,8.0979
59.3525,-140.0641,165.0,6.326,137.3,7.7562
59.3525,-140.0641,165.0,7.037,223.3,7.9195
59.3525,-140.0641,165.0,7.784,247.7,7.9986
59.3525,-140.0641,165.0,8.018,249.4,7.9925
59.3525,-140.0641,165.0,8.258,244.7,7.9822
59.3525,-140.0641,165.0,9.543,255.5,8.0387
59.3525,-140.0641,165.0,14.745,256.1,8.1078
59.3525,-140.0641,165.0,14.616,269.7,8.1549
59.4854,-139.8908,93.0,7.38,220.6,7.944
59.4854,-139.8908,93.0,7.469,236.8,7.9333
59.4854,-139.8908,93.0,7.762,243.0,7.935
59.4854,-139.8908,93.0,8.054,240.7,7.9569
59.4854,-139.8908,93.0,9.091,250.8,8.0133
59.4854,-139.8908,93.0,9.298,284.1,8.0909
59.4854,-139.8908,93.0,15.017,294.2,8.1956
59.9274,-141.5272,55.0,10.739,236.9,8.0223
59.9274,-141.5272,55.0,11.212,252.1,8.0481
59.9274,-141.5272,55.0,12.647,266.0,8.1014
59.9274,-141.5272,55.0,13.197,278.5,8.1333
59.9274,-141.5272,55.0,15.209,270.8,8.1649
59.893,-141.5765,35.0,11.409,247.2,8.065
59.893,-141.5765,35.0,11.095,248.2,8.0707
59.893,-141.5765,35.0,12.696,278.0,8.1321
59.893,-141.5765,35.0,13.734,280.8,8.1548
59.8652,-141.6253,17.0,11.329,248.2,8.1142
59.8652,-141.6253,17.0,13.426,272.5,8.122
59.8652,-141.6253,17.0,13.521,270.6,8.1381
59.8652,-141.6253,17.0,12.91,266.0,8.1372
59.8652,-141.6253,17.0,12.498,273.2,8.1223
59.7901,-141.7549,65.0,7.659,239.0,7.9707
59.7901,-141.7549,65.0,8.61,244.9,8.0162
59.7901,-141.7549,65.0,9.44,269.8,8.0755
59.7901,-141.7549,65.0,10.857,265.2,8.1017
59.7901,-141.7549,65.0,12.724,270.3,8.1354
59.7901,-141.7549,65.0,12.697,286.7,8.2073
59.7205,-141.8698,101.0,7.388,238.3,7.9649
59.7205,-141.8698,101.0,7.66,244.5,7.9669
59.7205,-141.8698,101.0,8.163,245.5,7.9706
59.7205,-141.8698,101.0,9.224,253.7,8.049
59.7205,-141.8698,101.0,11.864,285.4,8.1519
59.7205,-141.8698,101.0,12.828,295.3,8.1777
59.7205,-141.8698,101.0,14.099,279.0,8.1591
59.652,-141.9803,152.0,6.469,149.9,7.805
59.652,-141.9803,152.0,7.097,222.2,7.8767
59.652,-141.9803,152.0,7.657,243.8,7.9603
59.652,-141.9803,152.0,7.85,245.1,7.9488
59.652,-141.9803,152.0,8.702,244.9,7.9616
59.652,-141.9803,152.0,8.929,248.7,8.0009
59.652,-141.9803,152.0,13.231,273.3,8.1134
59.652,-141.9803,152.0,14.597,260.4,8.1104
59.511,-142.198,179.0,5.856,110.7,7.6654
59.511,-142.198,179.0,6.156,126.8,7.6717
59.511,-142.198,179.0,6.919,225.1,7.8711
59.511,-142.198,179.0,7.9,262.5,8.0025
59.511,-142.198,179.0,8.163,264.3,7.991
59.511,-142.198,179.0,8.586,261.6,7.9895
59.511,-142.198,179.0,11.171,290.7,8.0821
59.511,-142.198,179.0,13.859,266.0,8.1007
59.511,-142.198,179.0,15.171,250.3,8.0944
59.2329,-142.6171,1500.0,3.99,28.2,7.4791
59.2329,-142.6171,1500.0,5.057,85.9,7.5543
59.2329,-142.6171,1500.0,5.452,114.0,7.6231
59.2329,-142.6171,1500.0,5.677,164.0,7.7214
59.2329,-142.6171,1500.0,6.565,249.1,7.9139
59.2329,-142.6171,1500.0,7.843,268.9,7.9803
59.2329,-142.6171,1500.0,8.195,269.0,7.9996
59.2329,-142.6171,1500.0,9.373,282.2,8.077
59.2329,-142.6171,1500.0,10.874,314.2,8.1326
59.2329,-142.6171,1500.0,14.671,248.7,8.0648
59.2329,-142.6171,1500.0,14.881,246.0,8.0673
59.5467,-146.0603,153.0,6.664,199.8,7.8709
59.5467,-146.0603,153.0,7.056,227.4,7.9311
59.5467,-146.0603,153.0,7.543,246.9,7.9765
59.5467,-146.0603,153.0,7.896,248.5,7.9769
59.5467,-146.0603,153.0,8.312,250.5,8.0027
59.5467,-146.0603,153.0,12.011,265.9,8.1107
59.5467,-146.0603,153.0,13.661,255.4,8.1281
59.5467,-146.0603,153.0,13.699,255.4,8.1299
59.7572,-145.7402,105.0,7.093,226.8,7.9462
59.7572,-145.7402,105.0,8.294,253.3,7.9981
59.7572,-145.7402,105.0,9.864,264.8,8.0548
59.7572,-145.7402,105.0,12.328,256.7,8.102
59.7572,-145.7402,105.0,13.173,257.2,8.1206
59.7572,-145.7402,105.0,13.52,255.6,8.1415
59.7572,-145.7402,105.0,13.502,255.9,8.1414
59.9007,-145.5199,85.0,7.536,239.8,8.0028
59.9007,-145.5199,85.0,10.192,257.3,8.0416
59.9007,-145.5199,85.0,11.05,255.2,8.0782
59.9007,-145.5199,85.0,11.805,253.5,8.0984
59.9007,-145.5199,85.0,13.712,257.7,8.1444
59.9007,-145.5199,85.0,13.81,257.4,8.1595
59.9007,-145.5199,85.0,13.81,257.0,8.171
59.9684,-145.4067,90.0,8.855,246.9,8.0236
59.9684,-145.4067,90.0,10.581,258.4,8.0504
59.9684,-145.4067,90.0,13.106,256.4,8.0994
59.9684,-145.4067,90.0,13.168,254.1,8.1012
59.9684,-145.4067,90.0,13.902,256.2,8.1329
59.9684,-145.4067,90.0,13.896,256.4,8.141
60.0395,-145.2932,127.0,6.85,195.6,7.8812
60.0395,-145.2932,127.0,8.807,249.0,8.0094
60.0395,-145.2932,127.0,9.578,252.1,8.0148
60.0395,-145.2932,127.0,12.098,259.7,8.0591
60.0395,-145.2932,127.0,12.897,252.2,8.0874
60.0395,-145.2932,127.0,14.246,254.3,8.1258
60.0395,-145.2932,127.0,14.256,254.3,8.1319
60.1071,-145.1821,84.0,7.308,239.0,7.9618
60.1071,-145.1821,84.0,8.632,245.8,7.982
60.1071,-145.1821,84.0,9.115,246.5,7.9982
60.1071,-145.1821,84.0,9.691,252.1,8.0305
60.1071,-145.1821,84.0,12.047,248.6,8.0296
60.1071,-145.1821,84.0,14.44,255.4,8.1178
60.1071,-145.1821,84.0,14.319,258.4,8.1393
60.1411,-145.1233,50.0,9.518,239.4,8.0194
60.1411,-145.1233,50.0,10.631,247.8,8.0348
60.1411,-145.1233,50.0,12.065,252.9,8.0799
60.1411,-145.1233,50.0,14.64,252.6,8.1223
60.1716,-145.0651,27.0,13.894,259.9,8.1024
60.1716,-145.0651,27.0,14.411,252.3,8.1133
60.1716,-145.0651,27.0,14.453,252.4,8.1043
60.1716,-145.0651,27.0,14.54,253.7,8.1042
60.2966,-146.6896,122.0,6.767,202.8,7.8361
60.2966,-146.6896,122.0,8.76,235.4,7.9437
60.2966,-146.6896,122.0,8.991,237.4,7.9784
60.2966,-146.6896,122.0,10.191,241.7,8.0057
60.2966,-146.6896,122.0,14.507,257.5,8.1028
60.2966,-146.6896,122.0,15.076,257.7,8.1285
60.2966,-146.6896,122.0,15.023,256.3,8.083
60.2973,-146.7315,197.0,6.468,184.3,7.8077
60.2973,-146.7315,197.0,6.734,203.5,7.8415
60.2973,-146.7315,197.0,8.721,238.3,7.9579
60.2973,-146.7315,197.0,9.201,241.8,7.9957
60.2973,-146.7315,197.0,11.01,248.1,8.0368
60.2973,-146.7315,197.0,14.402,260.1,8.1115
60.2973,-146.7315,197.0,14.897,258.9,8.1314
60.2973,-146.7315,197.0,15.125,258.7,8.1384
60.298,-146.7954,257.0,6.099,154.5,7.7829
60.298,-146.7954,257.0,6.307,178.3,7.8194
60.298,-146.7954,257.0,6.538,196.5,7.8498
60.298,-146.7954,257.0,6.611,201.8,7.8605
60.298,-146.7954,257.0,7.117,244.3,7.9759
60.298,-146.7954,257.0,9.619,254.2,8.0365
60.298,-146.7954,257.0,10.872,261.9,8.0836
60.298,-146.7954,257.0,12.445,277.1,8.1163
60.298,-146.7954,257.0,14.859,256.2,8.1357
60.298,-146.7954,257.0,15.076,256.8,8.137
60.2966,-146.8424,335.0,5.769,132.1,7.7159
60.2966,-146.8424,335.0,6.02,152.1,7.7573
60.2966,-146.8424,335.0,6.326,183.3,7.7911
60.2966,-146.8424,335.0,6.464,195.0,7.8393
60.2966,-146.8424,335.0,6.537,210.8,7.8706
60.2966,-146.8424,335.0,6.876,240.3,7.9654
60.2966,-146.8424,335.0,9.495,253.1,8.0426
60.2966,-146.8424,335.0,10.929,260.1,8.0858
60.2966,-146.8424,335.0,13.285,278.1,8.1592
60.2966,-146.8424,335.0,14.612,256.3,8.1536
60.2966,-146.8424,335.0,15.168,258.6,8.1474
60.2974,-146.8925,156.0,6.454,196.8,7.8434
60.2974,-146.8925,156.0,6.602,210.5,7.8542
60.2974,-146.8925,156.0,6.911,229.1,7.9231
60.2974,-146.8925,156.0,7.753,238.3,7.9953
60.2974,-146.8925,156.0,8.824,246.3,7.9972
60.2974,-146.8925,156.0,11.762,266.1,8.086
60.2974,-146.8925,156.0,13.865,259.8,8.1278
60.2974,-146.8925,156.0,15.33,256.2,8.1496
59.9209,-147.8321,118.0,7.057,221.3,7.9478
59.9209,-147.8321,118.0,8.923,239.1,7.9932
59.9209,-147.8321,118.0,10.23,248.2,8.0239
