State,Abbreviation,County,Population,Temperature,Precipitation,Elevation,Electricity-Prices,Wage,Population_Class,Temperature_Class,Precipitation_Class,Elevation_Class,Electricity-Prices_Class,Wage_Class
Illinois,IL,Lawrence,14914,56.0,39.67,138.413580247,12.18,40385.0,5,6,4,6,3,7
Illinois,IL,Lee,33848,50.4,33.61,240.448489011,12.18,51124.0,3,7,4,5,3,4
Illinois,IL,Livingston,35521,52.6,31.92,208.209935515,12.18,57213.0,3,7,5,5,3,2
Illinois,IL,Logan,27591,53.6,32.47,182.580697486,12.18,47074.0,4,6,5,5,3,5
Illinois,IL,McDonough,26861,52.4,33.2,203.430369128,12.18,48261.0,4,7,5,5,3,5
Illinois,IL,McHenry,311747,49.6,31.06,266.172385621,12.18,64119.0,1,5,5,4,3,1
Illinois,IL,McLean,171141,53.0,31.64,233.835779025,12.18,58503.0,1,7,5,5,3,2
Illinois,IL,Macon,101483,53.8,32.82,202.836472603,12.18,56548.0,2,6,5,5,3,3
Illinois,IL,Macoupin,44245,54.8,33.36,191.930701754,12.18,49950.0,3,6,5,5,3,4
Illinois,IL,Madison,263864,56.3,34.75,156.037247251,12.18,55538.0,1,6,4,6,3,3
Illinois,IL,Marion,36914,56.3,38.63,163.090549451,12.18,50107.0,3,6,4,6,3,4
Illinois,IL,Marshall,11678,52.3,30.23,199.919293821,12.18,54239.0,6,7,5,5,3,3
Illinois,IL,Mason,12748,53.8,31.17,153.126503341,12.18,53655.0,5,6,5,6,3,3
Illinois,IL,Massac,13896,58.9,55.27,120.16171955,12.18,46618.0,5,4,1,6,3,5
Illinois,IL,Menard,12121,53.4,32.7,173.802091714,12.18,55848.0,6,7,5,5,3,3
Illinois,IL,Mercer,15504,51.7,30.37,206.378118162,12.18,57676.0,5,7,5,5,3,2
Illinois,IL,Monroe,35033,57.5,33.75,155.55570118,12.18,65224.0,3,4,4,6,3,1
Illinois,IL,Montgomery,28020,54.9,36.14,195.003267974,12.18,43358.0,4,6,4,5,3,6
Illinois,IL,Morgan,32209,53.6,33.92,186.971504898,12.18,49678.0,4,6,4,5,3,4
Illinois,IL,Moultrie,14323,54.0,32.7,201.901872659,12.18,76100.0,5,6,5,5,3,1
Illinois,IL,Ogle,51351,49.7,32.68,247.376170488,12.18,53050.0,3,5,5,4,3,3
Illinois,IL,Peoria,178383,53.3,32.76,198.448234827,12.18,57439.0,1,7,5,5,3,2
Illinois,IL,Perry,20588,57.0,41.3,140.952797203,12.18,43777.0,4,4,4,6,3,6
Illinois,IL,Piatt,16723,53.5,31.88,211.787185355,12.18,63905.0,5,7,5,5,3,1
Illinois,IL,Pike,14484,54.2,30.64,183.249632893,12.18,54377.0,5,6,5,5,3,3
Illinois,IL,Pope,3770,57.9,49.51,154.542127072,12.18,39435.0,7,4,2,6,3,7
Illinois,IL,Pulaski,4991,58.9,55.93,111.737235367,12.18,48561.0,7,4,1,6,3,5
Illinois,IL,Putnam,5572,51.9,28.44,180.244868035,12.18,74073.0,7,7,5,5,3,1
Illinois,IL,Randolph,30068,56.9,39.17,141.49052446,12.18,46251.0,4,6,4,6,3,5
Illinois,IL,Richland,15435,56.0,40.43,144.598259608,12.18,49491.0,5,6,4,6,3,4
Illinois,IL,Rock Island,141527,51.7,28.79,199.439419319,12.18,51429.0,2,7,5,5,3,4
Illinois,IL,St. Clair,252671,57.0,34.7,141.943307087,12.18,54185.0,1,4,4,6,3,3
Illinois,IL,Saline,23087,57.3,41.51,128.207432432,12.18,47402.0,4,4,3,6,3,5
Illinois,IL,Sangamon,194534,53.8,33.71,181.84797891,12.18,57206.0,1,6,4,5,3,2
Illinois,IL,Schuyler,6746,53.2,31.64,177.95164076,12.18,51383.0,6,7,5,5,3,4
Illinois,IL,Scott,4790,53.9,32.26,161.535113749,12.18,52741.0,7,6,5,6,3,3
Illinois,IL,Shelby,20761,54.4,33.75,193.559908586,12.18,51977.0,4,6,4,5,3,4
Illinois,IL,Stark,5345,51.7,30.31,219.699738903,12.18,56551.0,7,7,5,5,3,3
Illinois,IL,Stephenson,43627,48.7,33.34,265.4863103,12.18,50815.0,3,5,5,4,3,4
Illinois,IL,Tazewell,129911,53.6,31.46,187.119158879,12.18,54768.0,2,6,5,5,3,3
Illinois,IL,Union,16767,57.8,49.5,153.337905237,12.18,49595.0,5,4,2,6,3,4
Illinois,IL,Vermilion,72337,52.7,31.4,208.130915273,12.18,49265.0,2,7,5,5,3,4
Illinois,IL,Wabash,11087,56.6,41.74,130.975638051,12.18,51743.0,6,6,3,6,3,4
Illinois,IL,Warren,16354,51.6,33.38,217.908375752,12.18,52506.0,5,7,5,5,3,3
Illinois,IL,Washington,13643,56.8,37.82,146.826764436,12.18,58419.0,5,6,4,6,3,2
Illinois,IL,Wayne,15872,56.8,37.9,132.451532431,12.18,48754.0,5,6,4,6,3,5
Illinois,IL,White,13614,57.3,40.79,122.824245633,12.18,55372.0,5,4,4,6,3,3
Illinois,IL,Whiteside,54658,50.9,30.41,200.165104542,12.18,52341.0,3,7,5,5,3,3
Illinois,IL,Will,696757,51.4,30.84,201.540792541,12.18,62272.0,1,7,5,5,3,2
Illinois,IL,Williamson,66695,57.1,47.44,142.112598904,12.18,52329.0,2,4,2,6,3,3
Illinois,IL,Winnebago,282188,49.5,33.55,244.753339695,12.18,50510.0,1,5,4,4,3,4
Illinois,IL,Woodford,38128,52.8,32.17,215.188791915,12.18,60004.0,3,7,5,5,3,2
Indiana,IN,Adams,36068,51.9,34.23,246.952583156,13.25,47209.0,3,7,4,4,2,5
Indiana,IN,Allen,391449,51.6,33.64,241.788390889,13.25,54681.0,1,7,4,5,2,3
Indiana,IN,Bartholomew,83540,54.8,39.53,206.258397933,13.25,61136.0,2,6,4,5,2,2
Indiana,IN,Benton,8719,52.0,33.29,230.824519231,13.25,53602.0,6,7,5,5,2,3
Indiana,IN,Blackford,11919,52.4,31.74,264.550724638,13.25,44325.0,6,7,5,4,2,6
Indiana,IN,Boone,74164,52.4,32.5,279.733762434,13.25,84985.0,2,7,5,4,2,1
Indiana,IN,Brown,15570,54.1,41.55,230.434385382,13.25,55345.0,5,6,3,5,2,3
Indiana,IN,Carroll,20555,52.2,31.85,207.256712508,13.25,51293.0,4,7,5,5,2,4
Indiana,IN,Cass,37540,51.8,31.62,222.666461538,13.25,47854.0,3,7,5,5,2,5
Indiana,IN,Clark,124237,56.0,45.18,184.693513899,13.25,51887.0,2,6,3,5,2,4
Indiana,IN,Clay,26379,54.6,36.98,185.810829817,13.25,44878.0,4,6,4,5,2,6
Indiana,IN,Clinton,32843,52.2,32.48,257.214953271,13.25,45305.0,4,7,5,4,2,6
Indiana,IN,Crawford,10536,54.9,47.31,194.512798635,13.25,41854.0,6,6,2,5,2,7
Indiana,IN,Daviess,33418,55.7,41.29,150.457738095,13.25,53008.0,3,6,4,6,2,3
Indiana,IN,Dearborn,51138,54.8,40.95,242.684454756,13.25,55782.0,3,6,4,4,2,3
Indiana,IN,Decatur,26416,54.1,38.25,269.762797404,13.25,53393.0,4,6,4,4,2,3
Indiana,IN,DeKalb,43731,50.8,32.16,269.435670524,13.25,51961.0,3,7,5,4,2,4
Indiana,IN,Delaware,112031,53.1,33.36,285.767726161,13.25,45325.0,2,7,5,4,2,6
Indiana,IN,Dubois,43632,55.2,45.61,162.74923734,13.25,60954.0,3,6,3,6,2,2
Indiana,IN,Elkhart,206890,51.1,33.38,248.968617021,13.25,55007.0,1,7,5,4,2,3
Indiana,IN,Fayette,23349,52.7,37.91,296.911991199,13.25,47588.0,4,7,4,4,2,5
Indiana,IN,Floyd,80714,56.4,44.11,216.093693694,13.25,62578.0,2,6,3,5,2,2
Indiana,IN,Fountain,16574,52.6,32.14,197.796048438,13.25,48583.0,5,7,5,5,2,5
Indiana,IN,Franklin,23028,53.6,40.42,274.946737683,13.25,54451.0,4,6,4,4,2,3
Indiana,IN,Fulton,20327,51.2,35.03,241.068607069,13.25,49205.0,5,7,4,5,2,4
Indiana,IN,Gibson,32993,57.0,42.32,133.667189953,13.25,53562.0,4,4,3,6,2,3
Indiana,IN,Grant,66022,52.4,33.64,256.602681292,13.25,46892.0,2,7,4,4,2,5
Indiana,IN,Greene,31006,54.9,42.1,180.194037146,13.25,50131.0,4,6,3,5,2,4
Indiana,IN,Hamilton,364921,52.8,33.7,259.335980452,13.25,85814.0,1,7,4,4,2,1
Indiana,IN,Hancock,83070,53.4,36.46,264.438211382,13.25,58095.0,2,7,4,4,2,2
Indiana,IN,Harrison,39851,56.2,45.16,205.017023613,13.25,51770.0,3,6,3,5,2,4
Indiana,IN,Hendricks,182534,53.0,35.46,270.572229141,13.25,59804.0,1,7,4,4,2,2
Indiana,IN,Henry,48915,52.5,35.2,320.363750787,13.25,46146.0,3,7,4,3,2,5
Indiana,IN,Howard,83574,52.0,32.2,248.03852459,13.25,47031.0,2,7,5,4,2,5
Indiana,IN,Huntington,36834,51.6,34.88,245.052920962,13.25,49571.0,3,7,4,4,2,4
Indiana,IN,Jackson,46300,55.0,40.83,190.872040302,13.25,49451.0,3,6,4,5,2,4
Indiana,IN,Jasper,33281,51.5,31.79,207.614645309,13.25,55018.0,4,7,5,5,2,3
Indiana,IN,Jay,20198,52.0,32.59,275.93271028,13.25,49300.0,5,7,5,4,2,4
Indiana,IN,Jefferson,32946,55.6,45.63,224.819301848,13.25,50734.0,4,6,3,5,2,4
Indiana,IN,Jennings,27536,55.1,39.0,213.136394791,13.25,49519.0,4,6,4,5,2,4
Indiana,IN,Johnson,165782,54.0,38.19,237.229903537,13.25,56808.0,1,6,4,5,2,2
Indiana,IN,Knox,35789,56.2,40.16,140.721417873,13.25,53525.0,3,6,4,6,2,3
Indiana,IN,Kosciusko,80826,51.1,33.6,259.978395062,13.25,55625.0,2,7,4,4,2,3
Indiana,IN,LaGrange,40866,50.9,30.97,276.465562914,13.25,51663.94,3,7,5,4,2,4
Indiana,IN,Lake,499689,51.3,32.17,199.80906801,13.25,53181.0,1,7,5,5,2,3
Indiana,IN,LaPorte,111675,51.0,36.92,222.091676719,13.25,49508.0,2,7,4,5,2,4
Indiana,IN,Lawrence,45222,54.3,46.05,198.934380258,13.25,51160.0,3,6,3,5,2,4
Indiana,IN,Madison,131744,53.2,33.79,263.283119658,13.25,45755.0,2,7,4,4,2,5
Indiana,IN,Marion,969466,53.6,35.9,241.898188632,13.25,65625.0,1,6,4,5,2,1
Indiana,IN,Marshall,46332,51.0,33.48,244.744897959,13.25,51474.0,3,7,4,4,2,4
Indiana,IN,Martin,9803,54.8,45.5,173.918569254,13.25,49082.0,6,6,3,5,2,4
Indiana,IN,Miami,35674,51.8,32.67,236.257103257,13.25,40179.0,3,7,5,5,2,7
Indiana,IN,Monroe,139745,53.9,42.08,223.517504774,13.25,52392.0,2,6,3,5,2,3
Indiana,IN,Montgomery,38273,52.5,33.19,244.850731215,13.25,48866.0,3,7,5,4,2,4
Indiana,IN,Morgan,72236,53.9,39.06,222.290725327,13.25,51539.0,2,6,4,5,2,4
Indiana,IN,Newton,13823,51.7,34.03,204.637628554,13.25,51663.94,5,7,4,5,2,4
Indiana,IN,Noble,47367,50.9,31.73,283.038823529,13.25,48060.0,3,7,5,4,2,5
Indiana,IN,Ohio,6114,55.6,40.35,216.913580247,13.25,51321.0,7,6,4,5,2,4
Indiana,IN,Orange,19623,54.4,47.3,205.832920792,13.25,43422.0,5,6,2,5,2,6
Indiana,IN,Owen,21482,54.1,40.19,204.970088375,13.25,48681.0,4,6,4,5,2,5
Indiana,IN,Parke,16369,53.1,32.1,194.236725664,13.25,48252.0,5,7,5,5,2,5
Indiana,IN,Perry,19183,55.5,49.01,166.88239293,13.25,42358.0,5,6,2,6,2,6
Indiana,IN,Pike,12168,56.2,41.69,145.944029851,13.25,47977.0,6,6,3,6,2,5
Indiana,IN,Porter,174791,51.1,35.71,211.19875071,13.25,61250.0,1,7,4,5,2,2
Indiana,IN,Posey,25063,57.7,40.1,122.53081761,13.25,59105.0,4,4,4,6,2,2
Indiana,IN,Pulaski,12485,51.2,34.13,212.602016607,13.25,54133.0,6,7,4,5,2,3
Indiana,IN,Putnam,37301,53.0,35.7,242.436585366,13.25,45681.0,3,7,4,5,2,5
Indiana,IN,Randolph,24437,51.9,33.95,330.119321292,13.25,49116.0,4,7,4,3,2,4
Indiana,IN,Ripley,29087,54.3,40.35,284.467997651,13.25,49158.0,4,6,4,4,2,4
Indiana,IN,Rush,16673,53.2,37.0,289.748809524,13.25,54210.0,5,7,4,4,2,3
Indiana,IN,St. Joseph,272234,51.0,36.8,234.625560538,13.25,56122.0,1,7,4,5,2,3
Indiana,IN,Scott,24588,55.6,43.75,190.861437908,13.25,44678.0,4,6,3,5,2,6
Indiana,IN,Shelby,44991,54.3,37.03,234.929341317,13.25,52065.0,3,6,4,5,2,3
Indiana,IN,Spencer,19967,56.5,46.23,132.394348105,13.25,52615.0,5,6,3,6,2,3
Indiana,IN,Starke,23258,51.2,35.26,213.282296651,13.25,42083.0,4,7,4,5,2,6
Indiana,IN,Steuben,34725,50.2,31.69,304.583710407,13.25,52244.0,3,5,5,4,2,3
Indiana,IN,Sullivan,20670,55.8,36.89,154.411322935,13.25,43091.0,4,6,4,6,2,6
Indiana,IN,Switzerland,10006,55.9,41.79,228.17214043,13.25,42481.0,6,6,3,5,2,6
Indiana,IN,Tippecanoe,188717,52.6,32.55,206.18082464,13.25,45950.0,1,7,5,5,2,5
Indiana,IN,Tipton,15361,52.2,31.34,265.763636364,13.25,51881.0,5,7,5,4,2,4
Indiana,IN,Union,6952,52.7,38.02,296.434903047,13.25,47359.0,6,7,4,4,2,5
Indiana,IN,Vanderburgh,179744,57.8,40.91,129.270212766,13.25,55099.0,1,4,4,6,2,3
Indiana,IN,Vermillion,15451,53.3,31.84,182.457711443,13.25,45487.0,5,7,5,5,2,6
Indiana,IN,Vigo,106006,55.1,35.36,164.730890714,13.25,45767.0,2,6,4,6,2,5
Indiana,IN,Wabash,30828,51.7,34.38,237.341255332,13.25,51300.0,4,7,4,5,2,4
Indiana,IN,Warren,8461,52.4,32.86,213.714492754,13.25,52196.0,6,7,5,5,2,3
Indiana,IN,Warrick,65185,57.0,43.62,133.335557038,13.25,64880.0,2,4,3,6,2,1
Indiana,IN,Washington,28224,54.8,44.43,231.885964912,13.25,47858.0,4,6,3,5,2,5
Indiana,IN,Wayne,66273,51.9,34.07,319.303797468,13.25,48785.0,2,7,4,3,2,5
Indiana,IN,Wells,28335,51.9,34.07,249.941747573,13.25,49953.0,4,7,4,4,2,4
Indiana,IN,White,24598,51.9,31.84,211.264811953,13.25,51422.0,4,7,5,5,2,4
Indiana,IN,Whitley,34627,51.1,33.53,265.436310395,13.25,53969.0,3,7,4,4,2,3
Iowa,IA,Adair,7494,49.6,27.65,388.92195122,12.5,61765.0,6,5,5,3,2,2
Iowa,IA,Adams,3611,50.3,28.86,370.010155317,12.5,62223.0,7,5,5,3,2,2
Iowa,IA,Allamakee,13960,46.9,25.23,297.006538322,12.5,53807.0,5,5,6,4,2,3
Iowa,IA,Appanoose,12094,51.3,31.18,290.232432432,12.5,46396.0,6,7,5,4,2,5
Iowa,IA,Audubon,5598,48.6,24.13,420.65461624,12.5,62773.0,7,5,6,3,2,2
Iowa,IA,Benton,25711,49.1,22.08,272.103273709,12.5,63072.0,4,5,6,4,2,2
Iowa,IA,Black Hawk,130274,48.8,23.26,280.845528455,12.5,51911.0,2,5,6,4,2,4
Iowa,IA,Boone,26609,49.1,29.35,322.378017241,12.5,54521.0,4,5,5,3,2,3
Iowa,IA,Bremer,25259,47.6,23.06,311.626262626,12.5,57876.0,4,5,6,4,2,2
Iowa,IA,Buchanan,20714,48.0,24.49,300.951522952,12.5,57200.0,4,5,6,4,2,2
Iowa,IA,Buena Vista,20600,46.9,23.17,419.262663399,12.5,49006.0,4,5,6,3,2,4
Iowa,IA,Butler,14269,47.7,22.63,304.179135495,12.5,57604.0,5,5,6,4,2,2
Iowa,IA,Calhoun,9725,47.7,23.06,365.279474131,12.5,57289.0,6,5,6,3,2,2
Iowa,IA,Carroll,20567,48.5,23.12,399.606181015,12.5,60290.0,4,5,6,3,2,2
Iowa,IA,Cass,13104,49.8,25.39,387.130395683,12.5,55056.0,5,5,6,3,2,3
Iowa,IA,Cedar,18399,50.0,26.3,243.272108844,12.5,63197.0,5,5,5,4,2,2
Iowa,IA,Cerro Gordo,42409,46.4,24.49,360.601193012,12.5,56955.0,3,5,6,3,2,2
Iowa,IA,Cherokee,11491,47.0,25.74,416.18792517,12.5,61661.0,6,5,6,3,2,2
Iowa,IA,Chickasaw,11716,46.5,23.19,346.494639376,12.5,64737.0,6,5,6,3,2,1
Iowa,IA,Clarke,9692,50.9,30.08,333.636842105,12.5,45292.0,6,7,5,3,2,6
Iowa,IA,Clay,16475,46.4,26.22,424.071068124,12.5,59187.0,5,5,5,3,2,2
Iowa,IA,Clayton,17027,47.4,25.21,295.154787397,12.5,59656.0,5,5,6,4,2,2
Iowa,IA,Clinton,46344,50.9,27.38,221.380276817,12.5,52308.0,3,7,5,5,2,3
Iowa,IA,Crawford,16123,49.2,22.76,414.972001383,12.5,51690.0,5,5,6,3,2,4
Iowa,IA,Dallas,108016,50.1,26.79,302.292191436,12.5,73673.0,2,5,5,4,2,1
Iowa,IA,Davis,9130,51.5,31.19,256.31834083,12.5,44337.0,6,7,5,4,2,6
Iowa,IA,Decatur,7683,51.6,31.3,321.388475836,12.5,42171.0,6,7,5,3,2,6
Iowa,IA,Delaware,17568,47.8,26.65,309.766961652,12.5,57097.0,5,5,5,4,2,2
Iowa,IA,Des Moines,38293,52.0,33.63,210.478002378,12.5,56425.0,3,7,4,5,2,3
Iowa,IA,Dickinson,18028,45.6,25.0,448.196428571,12.5,69628.0,5,2,6,2,2,1
Iowa,IA,Dubuque,98677,48.4,26.64,291.609326019,12.5,56782.0,2,5,5,4,2,2
Iowa,IA,Emmet,9176,45.5,24.99,397.371159875,12.5,51890.0,6,2,6,3,2,4
Iowa,IA,Fayette,19294,46.7,23.62,335.244656363,12.5,51226.0,5,5,6,3,2,4
Iowa,IA,Floyd,15337,46.6,23.94,326.631735047,12.5,56044.0,5,5,6,3,2,3
Iowa,IA,Franklin,9916,47.1,23.33,357.811165846,12.5,59466.0,6,5,6,3,2,2
Iowa,IA,Fremont,6464,51.7,25.36,313.351935646,12.5,59090.0,7,7,6,3,2,2
Iowa,IA,Greene,8741,48.6,26.52,337.183333333,12.5,58799.0,6,5,5,3,2,2
Iowa,IA,Grundy,12356,48.2,23.34,315.622265435,12.5,62531.0,6,5,6,3,2,2
Iowa,IA,Guthrie,10647,49.1,25.7,367.664543524,12.5,63098.0,6,5,6,3,2,2
Iowa,IA,Hamilton,14820,47.6,26.37,343.576923077,12.5,58126.0,5,5,5,3,2,2
Iowa,IA,Hancock,10685,46.0,24.31,375.833119384,12.5,61201.0,6,5,6,3,2,2
Iowa,IA,Hardin,16567,48.0,24.98,339.160998709,12.5,56678.0,5,5,6,3,2,2
Iowa,IA,Harrison,14658,50.2,23.17,356.857450628,12.5,55468.0,5,5,6,3,2,3
Iowa,IA,Henry,20196,51.5,30.39,210.194055944,12.5,49117.0,5,7,5,5,2,4
Iowa,IA,Howard,9533,45.5,24.71,387.384143223,12.5,58411.0,6,2,6,3,2,2
Iowa,IA,Humboldt,9572,47.0,22.86,347.434282585,12.5,56985.0,6,5,6,3,2,2
Iowa,IA,Ida,6888,48.2,23.45,413.619347453,12.5,65824.0,6,5,6,3,2,1
Iowa,IA,Iowa,16475,50.0,24.15,247.18895966,12.5,62485.0,5,5,6,4,2,2
Iowa,IA,Jackson,19324,49.8,26.58,241.969904762,12.5,53777.0,5,5,5,5,2,3
Iowa,IA,Jasper,37938,50.1,28.91,274.801231611,12.5,50190.0,3,5,5,4,2,4
Iowa,IA,Jefferson,15698,50.8,28.87,225.938340807,12.5,55900.0,5,7,5,5,2,3
Iowa,IA,Johnson,156420,50.2,24.99,226.961522884,12.5,59592.0,1,5,6,5,2,2
Iowa,IA,Jones,20848,49.5,23.76,267.915225643,12.5,51576.0,4,5,6,4,2,4
Iowa,IA,Keokuk,9904,50.5,26.2,238.967905405,12.5,52878.0,6,7,5,5,2,3
Iowa,IA,Kossuth,14475,46.1,24.8,360.219211823,12.5,60595.0,5,5,6,3,2,2
Iowa,IA,Lee,32840,52.5,36.07,197.028122021,12.5,48394.0,4,7,4,5,2,5
Iowa,IA,Linn,229033,49.5,23.86,259.471024259,12.5,59294.0,1,5,6,4,2,2
Iowa,IA,Louisa,10677,51.8,28.02,190.031472684,12.5,50885.0,6,7,5,5,2,4
Iowa,IA,Lucas,8689,50.9,28.66,298.426136364,12.5,47774.0,6,7,5,4,2,5
Iowa,IA,Lyon,12179,45.6,21.58,431.887986319,12.5,61551.0,6,2,6,3,2,2
Iowa,IA,Madison,17036,50.5,27.27,326.858111161,12.5,57263.0,5,7,5,3,2,2
Iowa,IA,Mahaska,21946,50.9,28.43,246.128160418,12.5,49933.0,4,7,5,4,2,4
Iowa,IA,Marion,33642,50.7,30.03,253.713238465,12.5,56989.0,3,7,5,4,2,2
Iowa,IA,Marshall,39879,49.0,25.75,300.363875493,12.5,50776.0,3,5,6,4,2,4
Iowa,IA,Mills,14553,51.2,24.32,331.935034803,12.5,66042.0,5,7,6,3,2,1
Iowa,IA,Mitchell,10532,45.8,25.29,364.618626431,12.5,63605.0,6,2,6,3,2,2
Iowa,IA,Monona,8486,49.7,21.96,351.523325149,12.5,57720.0,6,5,6,3,2,2
Iowa,IA,Monroe,7550,51.2,28.79,270.26875,12.5,52821.0,6,7,5,4,2,3
Iowa,IA,Montgomery,10205,50.8,24.97,353.876246334,12.5,48436.0,6,7,6,3,2,5
Iowa,IA,Muscatine,42377,50.7,27.71,204.192180617,12.5,53861.0,3,7,5,5,2,3
Iowa,IA,O'Brien,14060,46.3,26.07,443.363675958,12.5,61882.0,5,5,6,2,2,2
Iowa,IA,Osceola,6036,45.6,23.61,470.142681427,12.5,55063.0,7,2,6,2,2,3
Iowa,IA,Page,15143,51.3,26.32,337.414443422,12.5,52069.0,5,7,5,3,2,3
Iowa,IA,Palo Alto,8764,46.1,25.52,391.631485588,12.5,56973.0,6,5,6,3,2,2
Iowa,IA,Plymouth,25681,47.5,25.24,405.228571429,12.5,63214.0,4,5,6,3,2,2
Iowa,IA,Pocahontas,7053,46.8,23.11,378.71410473,12.5,57640.0,6,5,6,3,2,2
Iowa,IA,Polk,501089,50.3,27.19,275.582670573,12.5,60799.0,1,5,5,4,2,2
Iowa,IA,Pottawattamie,93173,50.5,24.81,362.022762951,12.5,51370.0,2,7,6,3,2,4
Iowa,IA,Poweshiek,18467,49.8,26.06,280.492097394,12.5,53996.0,5,5,6,4,2,3
Iowa,IA,Ringgold,4670,51.3,29.95,357.865178571,12.5,57317.0,7,7,5,3,2,2
Iowa,IA,Sac,9673,48.0,22.1,405.692728037,12.5,65620.0,6,5,6,3,2,1
Iowa,IA,Scott,173924,51.5,28.93,215.609071274,12.5,60349.0,1,7,5,5,2,2
Iowa,IA,Shelby,11645,49.3,23.99,407.058449809,12.5,61414.0,6,5,6,3,2,2
Iowa,IA,Sioux,36050,46.3,24.12,416.61827957,12.5,56296.05,3,5,6,3,2,3
Iowa,IA,Story,99673,49.2,30.24,306.749672346,12.5,47923.0,2,5,5,4,2,5
Iowa,IA,Tama,16903,48.8,23.24,289.887228261,12.5,58311.0,5,5,6,4,2,2
Iowa,IA,Taylor,5858,51.0,29.97,366.897754419,12.5,54870.0,7,7,5,3,2,3
Iowa,IA,Union,11887,50.4,29.41,371.426843318,12.5,48291.0,6,7,5,3,2,5
Iowa,IA,Van Buren,7256,51.4,31.72,214.800201816,12.5,47655.0,6,7,5,5,2,5
Iowa,IA,Wapello,35043,51.2,27.56,238.296983759,12.5,44912.0,3,7,5,5,2,6
Iowa,IA,Warren,54327,50.7,27.3,276.184866724,12.5,57847.0,3,7,5,4,2,2
Iowa,IA,Washington,22571,50.7,26.45,221.674879015,12.5,65299.0,4,7,5,5,2,1
Iowa,IA,Wayne,6467,51.1,30.55,317.696505505,12.5,50859.0,7,7,5,3,2,4
Iowa,IA,Webster,36626,47.6,24.8,344.795416805,12.5,51331.0,3,5,6,3,2,4
Iowa,IA,Winnebago,10617,45.6,24.15,385.316999395,12.5,50769.0,6,2,6,3,2,4
Iowa,IA,Winneshiek,19974,46.8,25.44,347.987078248,12.5,58872.0,5,5,6,3,2,2
Iowa,IA,Woodbury,105671,48.7,23.05,374.786692759,12.5,50607.0,2,5,6,3,2,4
Iowa,IA,Worth,7319,45.9,23.97,375.451900238,12.5,53342.0,6,5,6,3,2,3
Iowa,IA,Wright,12681,46.7,24.01,359.293349653,12.5,56543.0,5,5,6,3,2,3
Kansas,KS,Allen,12579,57.2,29.92,310.219178082,12.34,49326.0,5,4,5,4,3,4
Kansas,KS,Anderson,7776,56.3,29.39,319.769876325,12.34,52810.0,6,6,5,3,3,3
Kansas,KS,Atchison,16108,54.2,30.36,314.715909091,12.34,44710.0,5,6,5,3,3,6
Kansas,KS,Barber,4122,57.8,26.98,499.553066038,12.34,56193.0,7,4,5,2,3,3
Kansas,KS,Barton,25080,55.1,24.62,576.487052662,12.34,53532.0,4,6,6,2,3,3
Kansas,KS,Bourbon,14493,57.1,28.59,280.062741728,12.34,47885.0,5,4,5,4,3,5
Kansas,KS,Brown,9364,53.5,29.56,332.679376083,12.34,51906.0,6,7,5,3,3,4
Kansas,KS,Butler,68240,57.6,23.39,425.455789663,12.34,51643.0,2,4,6,3,3,4
Kansas,KS,Chase,2548,56.4,24.28,414.688957476,12.34,64717.0,7,6,6,3,3,1
Kansas,KS,Chautauqua,3415,58.5,24.42,291.897467829,12.34,45394.0,7,4,6,4,3,6
Kansas,KS,Cherokee,19088,59.2,35.85,264.250907441,12.34,51492.0,5,4,4,4,3,4
Kansas,KS,Cheyenne,2583,51.0,20.78,1051.67348977,12.34,65154.0,7,7,6,1,3,1
Kansas,KS,Clark,1933,57.2,25.36,659.075020167,12.34,59045.0,7,4,6,2,3,2
Kansas,KS,Clay,8043,55.3,22.72,393.570767451,12.34,50592.0,6,6,6,3,3,4
Kansas,KS,Cloud,8946,55.0,21.93,440.091104735,12.34,47195.0,6,6,6,2,3,5
Kansas,KS,Coffey,8280,57.1,24.84,337.162022293,12.34,58867.0,6,4,6,3,3,2
Kansas,KS,Comanche,1681,57.4,27.29,590.280936455,12.34,54928.0,7,4,5,2,3,3
Kansas,KS,Cowley,34453,58.4,25.06,380.644595227,12.34,44888.0,3,4,6,3,3,6
Kansas,KS,Crawford,39078,58.1,32.37,285.809094809,12.34,45046.0,3,4,5,4,3,6
Kansas,KS,Decatur,2689,51.7,20.94,807.190104167,12.34,58270.0,7,7,6,2,3,2
Kansas,KS,Dickinson,18430,56.3,24.85,387.655203895,12.34,49255.0,5,6,6,3,3,4
Kansas,KS,Doniphan,7440,53.6,30.42,300.218978102,12.34,48727.0,6,6,5,4,3,5
Kansas,KS,Douglas,119964,56.0,30.39,294.50882825,12.34,51703.0,2,6,5,4,3,4
Kansas,KS,Edwards,2739,55.9,18.97,662.370810352,12.34,68555.0,7,6,7,2,3,1
Kansas,KS,Elk,2441,58.0,22.37,337.910423453,12.34,47485.0,7,4,6,3,3,5
Kansas,KS,Ellis,28941,54.3,18.94,621.403592478,12.34,53348.0,4,6,7,2,3,3
Kansas,KS,Ellsworth,6355,56.1,24.2,510.598053353,12.34,47749.0,7,6,6,2,3,5
Kansas,KS,Finney,37650,54.4,19.01,863.763614361,12.34,47523.0,3,6,7,1,3,5
Kansas,KS,Ford,33848,55.8,20.83,759.491995221,12.34,47052.0,3,6,6,2,3,5
